county_name,state_code,fips_code,election_year,total_population,median_age,median_household_income,pct_bachelors_or_higher,total_registered_voters,total_ballots_cast,democrat_votes,republican_votes,other_votes,pct_white,pct_black,pct_hispanic,pct_asian,calculated_total_votes,total_pct_race,total_votes_calculated,flag_votes_exceed_ballots,flag_ballots_exceed_voters,flag_voters_exceed_population,turnout_rate,registration_rate,pct_democrat,pct_republican,pct_other,vote_margin,winning_party
Louisville,KENTUCKY,11,2005,474214,68.5,45039,80.19,4689379,3942546,3542856,2870086,20021,27.7,23.88,59.68,8.3,6432963,119.55999999999999,6432963,True,False,True,84.07394667822754,100.0,55.07347080964091,44.61530402086877,0.31122516949032664,672770,Democrat
Cleveland,OHIO,12,1999,1894735,24.5,179534,34.05,5004775,7390825,620247,3620827,42699,24.83,9.31,27.39,18.71,4283773,80.24000000000001,4283773,False,True,True,147.67546992622044,100.0,14.47898849915717,84.52425000110884,0.9967614997339962,3000580,Republican
Merrifield,VIRGINIA,13,1997,7831182,63.9,134194,43.79,4659129,5448920,73867,1050049,47061,79.95,4.63,71.78,14.48,1170977,170.84,1170977,False,True,False,116.95147311868806,59.49458204393666,6.308151227564675,89.67289707654378,4.01895169589155,976182,Republican
Midland,TEXAS,14,2002,821451,68.4,176948,41.58,5324086,3881176,3706634,1907098,25166,52.75,7.35,29.57,33.43,5638898,123.1,5638898,True,False,True,72.8984467944357,100.0,65.733304627961,33.82040249708365,0.44629287495535475,1799536,Democrat
Washington,DISTRICT OF COLUMBIA,15,1995,76854,61.8,31024,63.02,4418313,5182801,2595598,2277322,78061,12.64,36.58,52.42,45.69,4950981,147.32999999999998,4950981,False,True,True,117.30271259641407,100.0,52.42593336552898,45.99738920428093,1.5766774301900977,318276,Democrat
Portland,OREGON,16,2002,5747868,28.2,124927,68.71,4816760,6023990,3193983,2283073,70356,36.56,89.8,79.9,44.6,5547412,250.85999999999999,5547412,False,True,False,125.06311296390105,83.80081101375328,57.576091337726496,41.155641585661925,1.2682670766115802,910910,Democrat
Colorado Springs,COLORADO,17,1999,9615564,34.9,118166,17.68,2754892,2001977,128756,38823,76889,28.48,86.46,63.29,19.17,244468,197.39999999999998,244468,False,False,False,72.66989050750446,28.650342299214067,52.66783382692213,15.88060605068966,31.451560122388205,89933,Democrat
Omaha,NEBRASKA,18,2010,3618339,50.9,92533,43.13,129720,1496205,697566,311615,70390,78.46,76.56,12.03,7.28,1079571,174.32999999999998,1079571,False,True,False,150.0,3.5850703872688543,64.61511100242596,28.864706443578054,6.520182553995986,385951,Democrat
White Plains,NEW YORK,19,2010,6613862,60.2,74280,32.69,2473543,7092365,2203166,921800,99290,73.44,21.48,32.86,20.46,3224256,148.24,3224256,False,True,False,150.0,37.39937422341137,68.33098860636376,28.589541277119434,3.0794701165168026,1281366,Democrat
Murfreesboro,TENNESSEE,20,2012,3935223,50.6,175403,20.94,2623406,3331304,863956,374694,83307,24.65,21.75,81.72,22.67,1321957,150.79000000000002,1321957,False,True,False,126.98392852650333,66.66473539110744,65.35431939162922,28.343887130973243,6.301793477397526,489262,Democrat
Manassas,VIRGINIA,21,2003,188623,64.1,133978,64.26,2752387,2320941,1964590,1954960,86978,11.53,34.09,12.16,2.33,4006528,60.11,4006528,True,False,True,84.32466073993228,100.0,49.03472532826427,48.79436759208971,2.1709070796460175,9630,Democrat
Fayetteville,NORTH CAROLINA,22,1986,4324338,38.6,170456,38.74,1447040,6835567,3952070,2818032,21754,90.96,61.27,19.99,4.85,6791856,177.07,6791856,False,True,False,150.0,33.462694174229675,58.18836559550144,41.491339038990226,0.3202953655083382,1134038,Democrat
Chicago,ILLINOIS,23,2005,8994019,52.0,132460,77.05,2905417,4361997,350874,517880,28125,56.99,21.73,73.55,11.7,896879,163.96999999999997,896879,False,True,False,150.0,32.303878833255744,39.121665241353625,57.74246024268602,3.135874515960347,167006,Republican
Portland,OREGON,24,1988,8310085,44.7,156214,92.64,4409296,4424804,3653761,1294972,4372,27.31,17.66,66.68,14.19,4953105,125.84,4953105,True,True,False,100.35171147502912,53.0595776096153,73.76708145698507,26.144650678715674,0.08826786429926278,2358789,Democrat
New Orleans,LOUISIANA,25,1989,5743740,36.5,54632,41.99,3495686,4696749,193637,3161709,50720,93.95,42.49,12.16,29.46,3406066,178.06,3406066,False,True,False,134.3584349395226,60.86079801662332,5.685063061021131,92.82582897689005,1.4891079620888144,2968072,Republican
Denver,COLORADO,26,2003,5826877,51.8,140135,50.88,5051066,7343503,37419,1226906,81918,45.1,75.88,89.1,13.82,1346243,223.89999999999998,1346243,False,True,False,145.38521175530076,86.68564653072306,2.7795130596779334,91.13555279396067,6.084934146361393,1189487,Republican
Bloomington,INDIANA,27,1999,6297541,74.7,151142,41.48,1514635,2267467,3749715,3869669,57249,53.67,34.09,88.42,28.36,7676633,204.54000000000002,7676633,True,True,False,149.7038560445256,24.05121300520314,48.8458286334647,50.40841473078106,0.7457566357542428,119954,Republican
Minneapolis,MINNESOTA,28,2001,9008933,24.2,100336,40.56,2445271,3581211,1065761,3050241,94329,60.06,51.64,10.0,37.15,4210331,158.85,4210331,True,True,False,146.45456474967395,27.14273710327294,25.31299795669272,72.44658436593228,2.2404176773750093,1984480,Republican
Huntington,WEST VIRGINIA,29,1988,2889630,56.0,96235,43.63,5319829,5305395,2894333,3480430,13891,43.14,63.39,8.29,34.12,6388654,148.94,6388654,True,False,True,99.72867548938133,100.0,45.30426909956307,54.47829855866353,0.21743234177340015,586097,Republican
Bronx,NEW YORK,30,2001,3551548,66.7,136196,93.21,416997,4946396,3667149,1308753,95112,77.17,36.3,33.87,11.9,5071014,159.24,5071014,True,True,False,150.0,11.74127450903099,72.31589185121555,25.80850693766572,1.8756012111187228,2358396,Democrat
Brea,CALIFORNIA,31,1996,7710246,58.6,28096,38.97,3087377,2926920,1614444,3032773,81721,61.21,69.54,16.95,25.43,4728938,173.13,4728938,True,False,False,94.80280509960397,40.0425226380585,34.13967364342692,64.13222165314917,1.7281047034238977,1418329,Republican
Cincinnati,OHIO,32,2002,1342036,51.0,92111,18.42,4469749,4060525,3377344,3848973,9541,87.72,74.79,32.15,4.76,7235858,199.42,7235858,True,False,True,90.84458657521932,100.0,46.67510058931505,53.19304220729594,0.13185720338901066,471629,Republican
Knoxville,TENNESSEE,33,2002,7959149,47.1,42322,78.93,3671225,5951438,1684427,2308736,86987,52.99,87.67,57.83,37.78,4080150,236.27,4080150,False,True,False,150.0,46.1258483790164,41.28345771601534,56.584586350992,2.1319559329926596,624309,Republican
Sacramento,CALIFORNIA,34,2005,9288808,63.4,87137,27.41,565393,7204122,2853725,1802598,89997,50.71,48.94,15.73,23.42,4746320,138.8,4746320,False,True,False,150.0,6.086819751253336,60.125002106895444,37.97885519728969,1.896142695814863,1051127,Democrat
El Paso,TEXAS,35,2001,8655209,41.4,72934,39.13,3794232,7101222,375910,1063211,78084,78.31,3.62,55.69,29.71,1517205,167.33,1517205,False,True,False,150.0,43.837554933682135,24.776480436065,70.07695070870449,5.146568855230506,687301,Republican
Arlington,TEXAS,36,2005,8038706,48.9,60153,94.77,2028790,5024272,2297288,3403228,22091,34.11,14.11,41.64,13.75,5722607,103.61,5722607,True,True,False,150.0,25.237768367197404,40.144081185375825,59.469888461674905,0.38603035294927646,1105940,Republican
Portland,OREGON,37,1997,9333174,62.8,32770,63.52,3226313,5134651,3082229,1889855,59090,97.09,39.96,83.02,44.61,5031174,264.68,5031174,False,True,False,150.0,34.56822941477358,61.262619817958985,37.56290281353815,1.1744773685028584,1192374,Democrat
Roanoke,VIRGINIA,38,2011,1229618,51.3,122623,29.37,832138,425955,1403954,1153495,58215,61.94,51.02,29.68,39.08,2615664,181.72000000000003,2615664,True,False,False,51.18802410177158,67.67451354811006,53.674860379620625,44.09950972296136,2.2256298974180173,250459,Democrat
Mobile,ALABAMA,39,1999,7150242,41.1,150672,53.38,3791398,6109539,1510132,3165344,75081,48.24,87.6,87.85,23.48,4750557,247.17,4750557,False,True,False,150.0,53.024750770673215,31.788525008751606,66.63100769025611,1.5804673009922836,1655212,Republican
Beaverton,OREGON,40,2003,4665962,51.7,161239,92.38,5430130,4896314,1826156,3230829,25871,72.25,46.97,62.29,46.21,5082856,227.72,5082856,True,False,True,90.16936979409333,100.0,35.92775400286768,63.56326049764148,0.5089854994908374,1404673,Republican
Lakeland,FLORIDA,41,1993,807727,74.7,150802,59.3,4037127,7099764,561942,3483322,13654,74.0,75.4,75.05,25.58,4058918,250.02999999999997,4058918,False,True,True,150.0,100.0,13.844625587410242,85.81897934375614,0.33639506883361525,2921380,Republican
Honolulu,HAWAII,42,1997,671247,64.9,114001,86.31,519573,1164992,548130,2410886,13957,97.66,86.31,42.58,17.22,2972973,243.77,2972973,True,True,False,150.0,77.40414482299363,18.437099832390004,81.09343744460512,0.46946272300488434,1862756,Republican
El Paso,TEXAS,43,1985,7476154,38.9,112430,51.82,395125,525082,2416616,2144700,31784,93.92,84.23,14.04,33.06,4593100,225.25,4593100,True,True,False,132.89009807023092,5.285137251051811,52.614051512050686,46.69395397443992,0.6919945135093944,271916,Democrat
Minneapolis,MINNESOTA,44,2012,3791483,26.9,162808,72.86,2975428,3176875,2312720,424277,19912,92.34,51.03,82.07,49.61,2756909,275.05,2756909,False,True,False,106.7703537104578,78.47662774697922,83.88815154943453,15.389590298410285,0.7222581521551854,1888443,Democrat
Brooklyn,NEW YORK,45,1998,7002231,70.8,135273,25.69,2965791,4616739,3344932,3219862,46102,18.37,19.38,25.56,34.65,6610896,97.96000000000001,6610896,True,True,False,150.0,42.354943731505,50.597256408208516,48.705379724624315,0.6973638671671737,125070,Democrat
Montgomery,ALABAMA,46,1992,8913945,32.8,67293,30.12,5677842,4275757,1675479,3428967,44519,19.71,15.25,22.31,28.77,5148965,86.03999999999999,5148965,True,False,False,75.30602295731371,63.69617492591664,32.540112430362214,66.59526720418569,0.8646203654520859,1753488,Republican
El Paso,TEXAS,47,2008,507441,58.0,82064,31.01,4192347,1461902,411357,711726,91217,55.88,46.46,3.93,21.26,1214300,127.53000000000002,1214300,False,False,True,34.8707299276515,100.0,33.876060281643745,58.612039858354606,7.511899860001647,300369,Republican
Evansville,INDIANA,48,1998,7135352,24.2,98469,48.51,5405024,6315456,3993399,911012,17169,73.37,13.79,89.1,37.11,4921580,213.37,4921580,False,True,False,116.84418052537787,75.74992796431066,81.14058899784216,18.510559617033554,0.3488513851242893,3082387,Democrat
Sparks,NEVADA,49,1989,2976309,29.6,133828,59.51,1782776,3603178,24271,426192,14954,33.52,12.16,39.87,18.33,465417,103.88000000000001,465417,False,True,False,150.0,59.89888818667686,5.2148933107299476,91.57207407550648,3.2130326137635707,401921,Republican
Sacramento,CALIFORNIA,50,2009,9623042,68.8,165923,31.94,2596680,167712,1586516,1570545,68575,42.37,47.01,78.58,23.92,3225636,191.88,3225636,True,False,False,6.458708812791719,26.983982819569945,49.184594913995255,48.68946775147599,2.125937334528756,15971,Democrat
Los Angeles,CALIFORNIA,51,2012,8064020,64.5,104501,14.23,141560,6368660,769917,185949,90774,31.15,13.25,79.81,9.35,1046640,133.56,1046640,False,True,False,150.0,1.7554519954067573,73.56082320568676,17.7662806695712,8.672896124742032,583968,Democrat
Bozeman,MONTANA,52,2010,159515,57.5,119987,49.51,5927708,3440355,1761702,2903015,58626,14.3,19.27,7.58,8.53,4723343,49.68,4723343,True,False,True,58.038536985964896,100.0,37.297778289656286,61.46102453283617,1.2411971775075408,1141313,Republican
Waterbury,CONNECTICUT,53,1965,5447525,67.1,46400,67.64,4452135,5410149,136447,1810075,67082,96.81,29.64,55.38,46.22,2013604,228.05,2013604,False,True,False,121.51808065119319,81.72766531590034,6.77625789380633,89.89230255800048,3.33143954819319,1673628,Republican
Chula Vista,CALIFORNIA,54,2006,993289,42.0,60241,6.68,4221522,2836862,2578151,3592138,17555,82.99,60.85,19.56,32.28,6187844,195.68,6187844,True,False,True,67.19998142849902,100.0,41.664770475790924,58.05152812514343,0.28370139906565195,1013987,Republican
Hartford,CONNECTICUT,55,2001,4831804,59.1,166303,17.07,4045311,2361894,2123149,3656742,2024,95.4,68.67,9.5,22.38,5781915,195.95,5781915,True,False,False,58.385968347056625,83.72258063447939,36.7205156077182,63.24447868915403,0.03500570312776995,1533593,Republican
Philadelphia,PENNSYLVANIA,56,1999,8539009,48.2,79790,58.8,4428622,2012385,2920776,1220981,44082,82.62,23.11,17.98,20.08,4185839,143.79000000000002,4185839,True,False,False,45.44043271247806,51.863418811246135,69.77755236166513,29.16932543272687,1.0531222056080036,1699795,Democrat
Cincinnati,OHIO,57,2011,6638364,39.6,79307,77.99,4777333,1901061,379983,956433,10695,11.52,44.98,88.71,15.59,1347111,160.79999999999998,1347111,False,False,False,39.793353320775424,71.96551740760223,28.20725240904424,70.99882637733639,0.7939212136193677,576450,Republican
Long Beach,CALIFORNIA,58,2005,2090690,49.5,70185,11.26,1540064,5287333,3338253,833102,4164,31.09,73.48,26.83,29.1,4175519,160.5,4175519,False,True,False,150.0,73.66295337902797,79.94821721563235,19.952058654265496,0.09972413010215019,2505151,Democrat
Albany,NEW YORK,59,1997,3532258,37.7,146501,87.4,5953576,2398951,554866,2772745,20093,60.91,38.21,85.74,41.06,3347704,225.92000000000002,3347704,True,False,True,40.29428699658827,100.0,16.574523912508393,82.82527368011031,0.6002024073812977,2217879,Republican
North Las Vegas,NEVADA,60,1996,7401416,33.8,85795,91.67,6892610,1684554,2521930,3684128,37588,11.78,23.74,28.31,17.95,6243646,81.78,6243646,True,False,False,24.4400016829619,93.1255586768802,40.39194406601527,59.00603589633365,0.6020200376510776,1162198,Republican
Cleveland,OHIO,61,1999,1470685,66.6,69965,61.11,3927817,6141425,1750761,1831018,40706,33.17,34.79,56.26,48.07,3622485,172.29,3622485,False,True,True,150.0,100.0,48.33038646122758,50.54590978292526,1.1237037558471603,80257,Republican
North Little Rock,ARKANSAS,62,2001,6458326,62.6,110030,70.57,2327556,4078293,2087325,1500827,11489,49.35,79.37,85.38,5.68,3599641,219.78,3599641,False,True,False,150.0,36.03961769659816,57.98703259575052,41.693796686947394,0.3191707173020865,586498,Democrat
Ridgely,MARYLAND,63,2011,737857,37.1,128370,81.82,2121402,4334964,1597693,3138993,93339,15.16,68.94,58.66,37.79,4830025,180.54999999999998,4830025,True,True,True,150.0,100.0,33.078358807666625,64.98916672273953,1.9324744695938427,1541300,Republican
Charlottesville,VIRGINIA,64,1996,6902572,40.7,96881,49.93,449557,4099318,1868946,604826,6239,15.69,41.31,2.03,32.84,2480011,91.87,2480011,False,True,False,150.0,6.512891136811032,75.36039154665039,24.38803698854562,0.25157146480398673,1264120,Democrat
Erie,PENNSYLVANIA,65,2008,2059131,59.5,126471,21.08,6537566,4137675,956386,107022,7578,55.22,65.47,30.06,8.5,1070986,159.25,1070986,False,False,True,63.29075683518912,100.0,89.29958001318411,9.992847712295024,0.7075722745208621,849364,Democrat
Muskegon,MICHIGAN,66,2009,1977308,24.7,109571,40.79,5685065,6817479,1901025,1496681,21940,48.38,11.3,37.44,23.8,3419646,120.92,3419646,False,True,True,119.91910382730893,100.0,55.59128050096413,43.767132621329814,0.6415868777060549,404344,Democrat
Roanoke,VIRGINIA,67,1988,5051459,73.1,45581,80.28,215857,1689227,3229447,182505,77866,79.89,60.09,22.1,41.43,3489818,203.51000000000002,3489818,True,True,False,150.0,4.273161476713955,92.5391238167721,5.22964234811099,2.2312338351169028,3046942,Democrat
Fort Lauderdale,FLORIDA,68,2011,1163887,59.0,53273,68.87,2656952,1561753,2300945,2785647,95737,83.42,43.74,12.44,30.42,5182329,170.01999999999998,5182329,True,False,True,58.77987257579361,100.0,44.39982486638729,53.752801105448924,1.8473740281637852,484702,Republican
Boston,MASSACHUSETTS,69,2003,8681355,30.8,38981,92.92,1419707,6450271,2632794,3575571,56166,74.32,11.6,51.28,32.06,6264531,169.26,6264531,False,True,False,150.0,16.353518546355954,42.02699292253482,57.076435570356345,0.8965715071088322,942777,Republican
Charlotte,NORTH CAROLINA,70,1990,493402,53.0,90131,24.04,1886823,5748687,915354,18598,75895,92.5,3.85,45.07,13.2,1009847,154.61999999999998,1009847,False,True,True,150.0,100.0,90.64283995496348,1.8416651235286137,7.515494921507912,896756,Democrat
Detroit,MICHIGAN,71,2008,4478311,56.6,46541,9.62,3919612,4280126,512249,605855,32355,80.81,47.27,85.58,19.06,1150459,232.72000000000003,1150459,False,True,False,109.19769609849138,87.52433674213336,44.525619774368316,52.662024461541,2.81235576409068,93606,Republican
Dayton,OHIO,72,1985,4296590,42.7,116795,61.49,2560525,1629286,2678016,3940912,70483,38.9,81.32,25.18,16.48,6689411,161.88,6689411,True,False,False,63.630935062145454,59.59435273088659,40.03365916670391,58.91269051938952,1.0536503139065607,1262896,Republican
Washington,DISTRICT OF COLUMBIA,73,1972,2953204,24.8,31728,79.47,2349168,3527255,1722439,765880,97077,20.47,40.95,11.6,20.35,2585396,93.37,2585396,False,True,False,150.0,79.54641805984281,66.62186372996631,29.62331495832747,3.7548213117062144,956559,Democrat
Asheville,NORTH CAROLINA,74,1995,1297014,69.0,29879,80.61,6562616,216807,3514368,2147802,54924,31.88,66.82,24.73,19.42,5717094,142.85,5717094,True,False,True,3.303667318032931,100.0,61.47122996403418,37.56807217093159,0.9606978650342289,1366566,Democrat
Louisville,KENTUCKY,75,1991,1334035,25.8,125961,5.96,2368982,3385852,129026,102968,97534,51.97,61.61,39.7,7.19,329528,160.47,329528,False,True,True,142.9243447185331,100.0,39.154791095142144,31.247117088684423,29.59809181617344,26058,Democrat
Clearwater,FLORIDA,76,1997,791897,37.1,102231,84.08,4724972,4813930,2535046,376670,68618,70.16,10.53,77.13,37.17,2980334,194.99,2980334,False,True,True,101.88272015156916,100.0,85.059124245806,12.63851635420728,2.3023593999867127,2158376,Democrat
Temple,TEXAS,77,2009,9829223,49.8,116487,45.48,4723217,3639915,138174,2094108,45279,53.48,63.97,31.11,7.76,2277561,156.32,2277561,False,False,False,77.06431866247094,48.05280132519122,6.066752987076965,91.94519927237953,1.9880477405435022,1955934,Republican
Cincinnati,OHIO,78,1992,2916580,26.1,34070,94.55,5324797,5245538,2362094,3991829,93654,48.02,17.59,38.54,46.13,6447577,150.28,6447577,True,False,True,98.51151133085449,100.0,36.63537480824191,61.91207953003121,1.4525456617268782,1629735,Republican
Kansas City,MISSOURI,79,2004,5529226,61.1,177775,39.44,6999512,6240698,1302316,3226470,2627,97.62,89.45,39.6,33.7,4531413,260.37,4531413,False,False,True,89.15904423051208,100.0,28.739733058981827,71.20229385403626,0.057973086981919324,1924154,Republican
Spokane,WASHINGTON,80,2006,9891656,55.9,112777,73.51,3721437,762155,112615,1969859,92001,23.51,8.31,7.08,31.82,2174475,70.72,2174475,True,False,False,20.48012635979059,37.62198159741908,5.1789512411041745,90.59009646006507,4.230952298830752,1857244,Republican
Cleveland,OHIO,81,2011,3113307,49.7,146324,52.15,972714,7301698,1452310,1896017,64368,66.17,34.78,48.01,3.44,3412695,152.4,3412695,False,True,False,150.0,31.243754631329324,42.5561030212193,55.55776299962346,1.8861339791572351,443707,Republican
Cincinnati,OHIO,82,2008,2607789,74.3,96647,27.95,4443979,1850623,3137711,1304148,75638,41.71,50.64,37.38,30.96,4517497,160.69,4517497,True,False,True,41.643378602824185,100.0,69.45684745335747,28.868818285878216,1.6743342607643124,1833563,Democrat
Wilkes Barre,PENNSYLVANIA,83,2007,464522,44.6,156913,26.82,4152552,5599389,862324,3842421,68501,15.85,50.52,48.21,24.08,4773246,138.66000000000003,4773246,False,True,True,134.84211636603226,100.0,18.065777460453535,80.49911946712992,1.4351030724165483,2980097,Republican
Nashville,TENNESSEE,84,1989,6531606,65.1,29343,83.9,3520770,2165952,1004622,862253,37593,64.84,7.65,63.07,16.47,1904468,152.03,1904468,False,False,False,61.51926993242955,53.90358818336563,52.75079444758326,45.27526847392553,1.9739370784912114,142369,Democrat
Birmingham,ALABAMA,85,2006,5860981,52.2,94898,56.5,2143091,1871852,1023826,437874,76564,96.11,28.05,73.23,49.83,1538264,247.21999999999997,1538264,False,False,False,87.34356123935008,36.565397499155864,66.55723594909585,28.4654649657016,4.97729908520254,585952,Democrat
San Antonio,TEXAS,86,1985,829402,23.0,68864,75.99,5169175,6686849,2702247,1699953,65084,19.19,78.19,6.11,34.25,4467284,137.74,4467284,False,True,True,129.36008163778553,100.0,60.48970694498044,38.05338993446578,1.4569031205537861,1002294,Democrat
New York City,NEW YORK,87,2004,1003280,73.0,144225,23.48,3990787,5388850,3033741,606243,59729,88.3,48.4,24.77,23.42,3699713,184.89,3699713,False,True,True,135.0322630598927,100.0,81.99936049093537,16.386216984939104,1.6144225241255201,2427498,Democrat
Oklahoma City,OKLAHOMA,88,1990,7095861,64.9,77692,77.96,4515335,6507854,2015795,1024809,49893,40.8,32.95,18.66,23.06,3090497,115.47,3090497,False,True,False,144.12782218816545,63.633363167626875,65.22559316511229,33.160006303193306,1.6144005316944168,990986,Democrat
Aurora,ILLINOIS,89,1985,5739126,35.0,154047,94.22,4438612,1485798,384218,474701,75780,97.64,2.52,64.93,49.14,934699,214.23000000000002,934699,False,False,False,33.47438343337962,77.33951127750115,41.1060673008102,50.78650988179082,8.10742281739897,90483,Republican
Duluth,MINNESOTA,90,1997,6595252,71.8,110624,65.4,2969263,5333375,3546197,694729,43335,70.54,43.55,63.84,8.53,4284261,186.46,4284261,False,True,False,150.0,45.021221327100164,82.77266487732656,16.215842125398055,1.0114929972753761,2851468,Democrat
Santa Barbara,CALIFORNIA,91,2008,7977161,73.7,58227,94.33,30194,4766061,1197077,3632274,78330,31.76,72.55,72.61,29.53,4907681,206.45000000000002,4907681,True,True,False,150.0,0.3785055861352178,24.391907297968228,74.01202319384655,1.5960695081852303,2435197,Republican
Miami,FLORIDA,92,2001,7091719,70.7,44063,66.86,3776048,436912,2416922,855893,75587,76.87,24.48,56.64,41.37,3348402,199.36,3348402,True,False,False,11.570615627767443,53.24587733947157,72.18135695773685,25.561237868093496,2.257405174169649,1561029,Democrat
Racine,WISCONSIN,93,2008,7240093,44.5,159827,73.51,4739651,5881136,91249,2878389,29834,21.62,3.75,21.52,25.01,2999472,71.9,2999472,False,True,False,124.08373527924313,65.46395191332486,3.0421687550342194,95.96318952135576,0.994641723610022,2787140,Republican
Pittsburgh,PENNSYLVANIA,94,1998,9734172,42.3,62244,86.96,6801350,5193108,2158544,3115601,22284,36.93,20.21,1.79,9.72,5296429,68.65,5296429,True,False,False,76.35407676417182,69.87086318178885,40.75470472652423,58.824558962274395,0.4207363112013774,957057,Republican
Newark,NEW JERSEY,95,1992,3288774,30.7,151626,69.31,1700715,7456594,2133927,3452625,56990,79.9,57.49,1.47,15.76,5643542,154.62,5643542,False,True,False,150.0,51.71273550569301,37.81183873531906,61.17833445733194,1.0098268073490018,1318698,Republican
Buffalo,NEW YORK,96,2006,6472380,38.2,133998,6.9,2458573,7265150,1794576,2738031,25921,62.4,32.28,21.48,45.2,4558528,161.36,4558528,False,True,False,150.0,37.98560962119035,39.36744492959131,60.06392853131537,0.5686265390933213,943455,Republican
San Jose,CALIFORNIA,97,1998,5496965,41.1,167102,51.51,3805697,612879,310823,3290349,4513,33.56,25.48,36.7,23.26,3605685,119.00000000000001,3605685,True,False,False,16.104251074113364,69.23269476884062,8.620359238258473,91.25447730458983,0.12516345715169241,2979526,Republican
Washington,DISTRICT OF COLUMBIA,98,2001,848378,44.6,63888,45.03,3858645,1422759,1237020,3254751,46678,90.91,78.87,57.04,12.3,4538449,239.12,4538449,True,False,True,36.87198485478711,100.0,27.25644818306871,71.71505067039422,1.028501146537066,2017731,Republican
Minneapolis,MINNESOTA,99,2003,7114540,24.8,33436,60.83,5458722,4239881,2818787,3368510,85251,79.56,88.46,1.11,45.05,6272548,214.18,6272548,True,False,False,77.67167846246795,76.72628167105674,44.93846838637185,53.70241885753605,1.3591127560921017,549723,Republican
Syracuse,NEW YORK,100,1999,1216678,36.0,37962,78.96,2244096,6616206,2538122,463964,25112,78.02,72.48,31.46,31.1,3027198,213.06,3027198,False,True,True,150.0,100.0,83.8439375290285,15.326516468364474,0.8295460026070314,2074158,Democrat
Dallas,TEXAS,101,2009,6378142,38.4,173773,42.35,757872,2052120,3094084,588687,76303,69.37,64.2,59.91,19.31,3759074,212.79,3759074,True,True,False,150.0,11.882331876587257,82.30973904743561,15.660425945325896,2.0298350072384848,2505397,Democrat
Huntsville,ALABAMA,102,1988,7187937,48.3,159258,51.16,4005321,1221587,1627436,1374281,7988,61.14,86.7,45.96,8.1,3009705,201.9,3009705,True,False,False,30.499103567479363,55.722817270101274,54.07294070349087,45.66165122495394,0.26540807155518564,253155,Democrat
