Item_Identifier,Total_Sales,Avg_Sales,Store_Count,Avg_MRP,Avg_Visibility,Item_Weight,Item_Fat_Content,Item_Type,Item_Category_Broad,Sales_Per_Store,Price_Per_Unit_Weight,Item_Fat_Content_encoded,Item_Type_encoded,Item_Category_Broad_encoded
DRE13,7762.5622,1552.51244,5,86.4798,0.0276924628,6.28,Low Fat,Soft Drinks,Drink,1552.51244,13.770668789808916,0,14,0
DRE15,6907.0092,1151.1682,6,75.81786666666666,0.021129629,13.35,Low Fat,Dairy,Drink,1151.1682,5.679240948813982,0,4,0
DRE25,7363.748,1472.7495999999999,5,92.432,0.0733151374,15.35,Low Fat,Soft Drinks,Drink,1472.7495999999999,6.021628664495115,0,14,0
DRE27,5970.2286,995.0381000000001,6,97.75593333333332,0.147626014,11.85,Low Fat,Dairy,Drink,995.0381000000001,8.249445850914205,0,4,0
DRE37,9454.36,1890.872,5,189.3472,0.11203885524999999,13.5,Low Fat,Soft Drinks,Drink,1890.872,14.025718518518518,0,14,0
DRE48,24437.5232,3491.0747428571426,7,196.79108571428574,0.017326416833333334,8.43,Low Fat,Soft Drinks,Drink,3491.0747428571426,23.344138281647183,0,14,0
DRE49,24136.5816,2681.8424,9,152.46906666666666,0.02333333857142857,20.75,Low Fat,Soft Drinks,Drink,2681.8424,7.347906827309237,0,14,0
DRE60,24448.176,4074.696,6,225.87199999999999,0.17949263000000001,9.395,Low Fat,Soft Drinks,Drink,4074.696,24.041724321447578,0,14,0
DRF01,13122.918,1640.36475,8,146.4602,0.19399617185714285,5.655,Low Fat,Soft Drinks,Drink,1640.36475,25.899239610963747,0,14,0
DRF03,4386.2904,548.2863,8,40.2013,0.049134331625,19.1,Low Fat,Dairy,Drink,548.2863,2.104780104712042,0,4,0
DRF13,16111.0284,2685.1713999999997,6,145.26106666666666,0.029860657,12.1,Low Fat,Soft Drinks,Drink,2685.1713999999997,12.005046831955923,0,14,0
DRF15,3828.35,957.0875,4,153.48399999999998,0.04157222966666667,18.35,Low Fat,Dairy,Drink,957.0875,8.364250681198909,0,4,0
DRF23,21107.1916,2638.39895,8,173.7021,0.13460348642857142,4.61,Low Fat,Hard Drinks,Drink,2638.39895,37.67941431670282,0,7,0
DRF25,5492.85,784.6928571428572,7,35.99042857142857,0.043087972714285716,9.0,Low Fat,Soft Drinks,Drink,784.6928571428572,3.998936507936508,0,14,0
DRF27,17457.275999999998,2182.1594999999998,8,152.57150000000001,0.031103740875,8.93,Low Fat,Dairy,Drink,2182.1594999999998,17.085274356103024,0,4,0
DRF36,26942.9286,4490.4881,6,190.78459999999998,0.026236066166666665,16.1,Low Fat,Soft Drinks,Drink,4490.4881,11.849975155279502,0,14,0
DRF37,18409.37,3068.228333333333,6,262.37433333333337,0.08451624499999999,17.25,Low Fat,Soft Drinks,Drink,3068.228333333333,15.210106280193239,0,14,0
DRF48,1496.7184,1496.7184,1,188.1898,0.05190652,5.73,Low Fat,Soft Drinks,Drink,1496.7184,32.842897033158806,0,14,0
DRF49,8083.4778,1347.2463,6,113.01846666666667,0.08006145766666667,7.27,Low Fat,Soft Drinks,Drink,1347.2463,15.545868867491977,0,14,0
DRF51,1935.4806,645.1602,3,37.38393333333334,0.16617551733333333,15.75,Low Fat,Dairy,Drink,645.1602,2.373583068783069,0,4,0
DRF60,18591.7992,4647.9498,4,238.75639999999999,0.05222907933333333,10.8,Low Fat,Soft Drinks,Drink,4647.9498,22.10707407407407,0,14,0
DRG01,6125.36,1225.072,5,76.707,0.0515652074,14.8,Low Fat,Soft Drinks,Drink,1225.072,5.182905405405405,0,14,0
DRG03,13841.982,2768.3964,5,154.2198,0.07031997300000001,14.5,Low Fat,Dairy,Drink,2768.3964,10.635848275862068,0,4,0
DRG11,7658.0316,1531.60632,5,109.0596,0.09807119,6.385,Low Fat,Hard Drinks,Drink,1531.60632,17.08059514487079,0,7,0
DRG13,18912.049,3782.4098,5,164.6326,0.0372149052,17.25,Low Fat,Soft Drinks,Drink,3782.4098,9.54391884057971,0,14,0
DRG15,7840.4608,1306.7434666666666,6,61.003600000000006,0.0768747964,6.13,Low Fat,Dairy,Drink,1306.7434666666666,9.951647634584015,0,4,0
DRG23,12349.9242,1764.2748857142856,7,152.73962857142857,0.08674821216666666,8.88,Low Fat,Hard Drinks,Drink,1764.2748857142856,17.200408622908622,0,7,0
DRG25,9134.776,4567.388,2,187.024,0.0190399635,10.5,Low Fat,Soft Drinks,Drink,4567.388,17.811809523809522,0,14,0
DRG27,2599.2832,519.85664,5,40.8738,0.12493597875,8.895,Low Fat,Dairy,Drink,519.85664,4.595143338954469,0,4,0
DRG36,17966.613,3593.3226000000004,5,171.5906,0.0953050506,14.15,Low Fat,Soft Drinks,Drink,3593.3226000000004,12.126544169611307,0,14,0
DRG37,11528.9928,1646.9989714285714,7,155.15434285714286,0.021475471857142856,16.2,Low Fat,Soft Drinks,Drink,1646.9989714285714,9.577428571428573,0,14,0
DRG39,2945.4992,981.8330666666667,3,52.69820000000001,0.042260130666666666,14.15,Low Fat,Dairy,Drink,981.8330666666667,3.724254416961131,0,4,0
DRG48,12539.6772,2507.93544,5,145.99020000000002,0.014563256799999999,5.78,Low Fat,Soft Drinks,Drink,2507.93544,25.257820069204154,0,14,0
DRG49,18570.4936,3714.0987200000004,5,244.24859999999998,0.0766388016,7.81,Low Fat,Soft Drinks,Drink,3714.0987200000004,31.27382842509603,0,14,0
DRG51,10196.0612,2039.21224,5,164.9126,0.013116012799999998,12.1,Low Fat,Dairy,Drink,2039.21224,13.62914049586777,0,4,0
DRH01,12859.2612,2571.85224,5,173.1138,0.1126623328,17.5,Low Fat,Soft Drinks,Drink,2571.85224,9.892217142857143,0,14,0
DRH03,4474.176,745.696,6,92.39533333333333,0.04342192833333333,17.25,Low Fat,Dairy,Drink,745.696,5.356251207729469,0,4,0
DRH11,3757.7752000000005,939.4438000000001,4,55.1114,0.07551844925000001,5.98,Low Fat,Hard Drinks,Drink,939.4438000000001,9.215953177257525,0,7,0
DRH13,4048.064,809.6128,5,106.708,0.0274981838,8.575,Low Fat,Soft Drinks,Drink,809.6128,12.444081632653061,0,14,0
DRH15,3251.7672000000002,812.9418000000001,4,43.6428,0.137570242,8.775,Low Fat,Dairy,Drink,812.9418000000001,4.973538461538461,0,4,0
DRH23,3978.8208,795.76416,5,55.3014,0.2025817725,14.65,Low Fat,Hard Drinks,Drink,795.76416,3.774839590443686,0,7,0
DRH25,4466.1864000000005,744.3644,6,51.41573333333333,0.0165654376,18.7,Low Fat,Soft Drinks,Drink,744.3644,2.7495044563279856,0,14,0
DRH36,7680.6687999999995,1280.1114666666665,6,73.93626666666667,0.0384429222,16.2,Low Fat,Soft Drinks,Drink,1280.1114666666665,4.563967078189301,0,14,0
DRH37,12662.8502,2110.4750333333336,6,164.31926666666666,0.04688144216666667,17.6,Low Fat,Soft Drinks,Drink,2110.4750333333336,9.336321969696968,0,14,0
DRH39,8881.771999999999,1480.2953333333332,6,76.50033333333333,0.09272580725000001,20.7,Low Fat,Dairy,Drink,1480.2953333333332,3.695668276972625,0,4,0
DRH49,2229.0984,557.2746,4,83.8092,0.029303866249999998,19.7,Low Fat,Soft Drinks,Drink,557.2746,4.2542741116751275,0,14,0
DRH51,4833.708,966.7416,5,89.4856,0.11547881675,17.6,Low Fat,Dairy,Drink,966.7416,5.084409090909091,0,4,0
DRH59,1904.188,634.7293333333333,3,73.67133333333334,0.07811953249999999,10.800000000000002,Low Fat,Hard Drinks,Drink,634.7293333333333,6.821419753086419,0,7,0
DRI01,21727.7172,3103.9595999999997,7,172.59934285714286,0.0390956676,7.97,Low Fat,Soft Drinks,Drink,3103.9595999999997,21.656128338411904,0,14,0
DRI03,22492.0556,2811.50695,8,176.8153,0.02557790366666667,6.03,Low Fat,Dairy,Drink,2811.50695,29.322603648424543,0,4,0
DRI11,9790.589,1398.6555714285714,7,115.05482857142856,0.04141927457142857,8.26,Low Fat,Hard Drinks,Drink,1398.6555714285714,13.929156001383603,0,7,0
DRI13,12588.9464,3147.2366,4,217.4008,0.020372177999999998,15.35,Low Fat,Soft Drinks,Drink,3147.2366,14.162918566775245,0,14,0
DRI23,16045.78,2674.2966666666666,6,160.40779999999998,0.1374293684,18.85,Low Fat,Hard Drinks,Drink,2674.2966666666666,8.509697612732094,0,7,0
DRI25,6023.4926000000005,860.4989428571429,7,56.14711428571429,0.03718193671428571,19.6,Low Fat,Soft Drinks,Drink,860.4989428571429,2.864648688046647,0,14,0
DRI37,3866.9664000000002,644.4944,6,58.3904,0.1197965585,15.85,Low Fat,Soft Drinks,Drink,644.4944,3.6839369085173503,0,14,0
DRI39,6395.009,1279.0018,5,55.713,0.1102332892,13.8,Low Fat,Dairy,Drink,1279.0018,4.037173913043478,0,4,0
DRI47,13662.216,2277.036,6,143.74613333333335,0.023285561166666666,14.699999999999998,Low Fat,Hard Drinks,Drink,2277.036,9.7786485260771,0,7,0
DRI49,5685.932,1421.483,4,82.4526,0.18377854225,14.15,Low Fat,Soft Drinks,Drink,1421.483,5.827038869257951,0,14,0
DRI51,20097.8388,3349.6398000000004,6,172.44306666666668,0.0479737626,17.25,Low Fat,Dairy,Drink,3349.6398000000004,9.996699516908214,0,4,0
DRI59,9172.0608,4586.0304,2,224.05880000000002,0.0408512865,9.5,Low Fat,Hard Drinks,Drink,4586.0304,23.585136842105264,0,7,0
DRJ01,7895.0564,1315.8427333333334,6,160.89026666666666,0.12797096283333334,6.135000000000001,Low Fat,Soft Drinks,Drink,1315.8427333333334,26.224982341754956,0,14,0
DRJ11,20421.4176,2917.3453714285715,7,189.3729142857143,0.09663635500000001,9.5,Low Fat,Hard Drinks,Drink,2917.3453714285715,19.93399097744361,0,7,0
DRJ13,13157.5396,2192.9232666666667,6,160.07446666666667,0.07006537183333333,12.65,Low Fat,Soft Drinks,Drink,2192.9232666666667,12.654108036890646,0,14,0
DRJ23,14370.627199999999,2874.12544,5,188.50719999999998,0.048759334,18.35,Low Fat,Hard Drinks,Drink,2874.12544,10.272871934604902,0,7,0
DRJ24,15732.854,1966.60675,8,185.6174,0.1336853815,11.8,Low Fat,Soft Drinks,Drink,1966.60675,15.73028813559322,0,14,0
DRJ25,4089.3436,1022.3359,4,48.5692,0.15106863025,14.6,Low Fat,Soft Drinks,Drink,1022.3359,3.3266575342465754,0,14,0
DRJ35,2120.5730000000003,706.8576666666668,3,60.65446666666667,0.04665946366666667,10.1,Low Fat,Hard Drinks,Drink,706.8576666666668,6.005392739273928,0,7,0
DRJ37,8804.5392,2934.8464,3,151.03573333333335,0.061117959,10.800000000000002,Low Fat,Soft Drinks,Drink,2934.8464,13.984790123456788,0,14,0
DRJ39,25628.6394,4271.4399,6,219.04819999999998,0.0363275035,20.25,Low Fat,Dairy,Drink,4271.4399,10.817195061728395,0,4,0
DRJ47,12809.992,3202.498,4,173.908,0.04423259125,18.25,Low Fat,Hard Drinks,Drink,3202.498,9.529205479452054,0,7,0
DRJ49,9816.555199999999,1963.3110399999998,5,128.2252,0.014033719,6.865,Low Fat,Soft Drinks,Drink,1963.3110399999998,18.67810633648944,0,14,0
DRJ51,17968.6104,3593.7220800000005,5,230.60680000000002,0.08814048049999999,14.1,Low Fat,Dairy,Drink,3593.7220800000005,16.355092198581563,0,4,0
DRJ59,2818.9972,469.83286666666663,6,39.43306666666667,0.0219934952,11.65,Low Fat,Hard Drinks,Drink,469.83286666666663,3.384812589413448,0,7,0
DRK01,7090.77,1418.154,5,94.0036,0.0612245842,7.63,Low Fat,Soft Drinks,Drink,1418.154,12.320262123197905,0,14,0
DRK11,9694.048,1615.6746666666668,6,149.5225333333333,0.012390879200000001,8.21,Low Fat,Hard Drinks,Drink,1615.6746666666668,18.21224522939504,0,7,0
DRK12,3928.2200000000003,491.02750000000003,8,32.315,0.041930889857142856,9.5,Low Fat,Soft Drinks,Drink,491.02750000000003,3.401578947368421,0,14,0
DRK13,22221.7408,3703.6234666666664,6,198.8750666666667,0.11527526083333334,11.800000000000002,Low Fat,Soft Drinks,Drink,3703.6234666666664,16.853819209039546,0,14,0
DRK23,27324.432,5464.8864,5,253.204,0.07205740520000001,8.395,Low Fat,Hard Drinks,Drink,5464.8864,30.16128648004765,0,7,0
DRK35,4819.7262,602.465775,8,37.9256,0.084678938375,8.365,Low Fat,Hard Drinks,Drink,602.465775,4.533843395098626,0,7,0
DRK37,17836.782,3567.3563999999997,5,189.533,0.05494758666666666,5.0,Low Fat,Soft Drinks,Drink,3567.3563999999997,37.9066,0,14,0
DRK39,8239.275,1647.855,5,82.925,0.04981403775,7.019999999999999,Low Fat,Dairy,Drink,1647.855,11.812678062678064,0,4,0
DRK47,16214.2274,3242.84548,5,229.8494,0.064151817,7.904999999999999,Low Fat,Hard Drinks,Drink,3242.84548,29.076457938013917,0,7,0
DRK49,4142.6076,591.8010857142857,7,40.742371428571424,0.03595178783333334,14.15,Low Fat,Soft Drinks,Drink,591.8010857142857,2.8793195355880865,0,14,0
DRK59,13592.9728,2265.4954666666667,6,234.69493333333332,0.08568826759999999,8.895,Low Fat,Hard Drinks,Drink,2265.4954666666667,26.385040284804198,0,7,0
DRL01,29913.062400000003,4273.294628571429,7,233.3100857142857,0.09289356957142857,19.5,Regular,Soft Drinks,Drink,4273.294628571429,11.96461978021978,2,14,0
DRL11,15621.6654,3124.33308,5,158.3546,0.0480433672,10.5,Low Fat,Hard Drinks,Drink,3124.33308,15.081390476190476,0,7,0
DRL23,6860.4032,1715.1008,4,106.4438,0.01531411225,18.35,Low Fat,Hard Drinks,Drink,1715.1008,5.80075204359673,0,7,0
DRL35,5366.348,766.6211428571429,7,42.991285714285716,0.030720903166666667,15.7,Low Fat,Hard Drinks,Drink,766.6211428571429,2.7382984531392176,0,7,0
DRL37,5409.625,772.8035714285714,7,43.14842857142857,0.0533881235,15.5,Low Fat,Soft Drinks,Drink,772.8035714285714,2.783769585253456,0,14,0
DRL47,6795.1548,1359.03096,5,126.4962,0.038707694,19.7,Low Fat,Hard Drinks,Drink,1359.03096,6.4211269035533,0,7,0
DRL49,5556.7668,926.1278000000001,6,142.7812,0.062851071,13.15,Low Fat,Soft Drinks,Drink,926.1278000000001,10.857885931558936,0,14,0
DRL59,1402.1747999999998,701.0873999999999,2,54.6798,0.029190409,16.75,Low Fat,Hard Drinks,Drink,701.0873999999999,3.264465671641791,0,7,0
DRL60,11282.6468,1611.8066857142858,7,151.99677142857144,0.032595447285714285,8.52,Low Fat,Soft Drinks,Drink,1611.8066857142858,17.839996646545945,0,14,0
DRM11,11194.0954,3731.3651333333332,3,260.7278,0.06614096366666666,6.57,Low Fat,Hard Drinks,Drink,3731.3651333333332,39.684596651445965,0,7,0
DRM23,19658.410799999998,2808.3443999999995,7,172.29934285714288,0.15120812749999998,16.6,Low Fat,Hard Drinks,Drink,2808.3443999999995,10.379478485370052,0,7,0
DRM35,16415.9648,4103.9912,4,177.9094,0.07049127449999999,9.695,Low Fat,Hard Drinks,Drink,4103.9912,18.350634347601858,0,7,0
DRM37,27393.6752,3913.382171428572,7,197.2768,0.116070294,15.35,Low Fat,Soft Drinks,Drink,3913.382171428572,12.851908794788274,0,14,0
DRM47,17770.8678,2961.8113,6,191.70126666666667,0.04871059916666667,9.3,Low Fat,Hard Drinks,Drink,2961.8113,20.613039426523297,0,7,0
DRM48,3504.7712,876.1928,4,37.4598,0.112861113,15.2,Low Fat,Soft Drinks,Drink,876.1928,2.4644605263157895,0,14,0
DRM49,4014.7740000000003,802.9548000000001,5,44.5286,0.152207128,6.11,Regular,Soft Drinks,Drink,802.9548000000001,7.287823240589197,2,14,0
DRM59,16302.7788,2328.9684,7,154.02837142857143,0.0039813265714285714,5.88,Low Fat,Hard Drinks,Drink,2328.9684,26.195301263362488,0,7,0
DRN11,9144.0972,2286.0243,4,144.1944,0.16335672675000001,7.85,Low Fat,Hard Drinks,Drink,2286.0243,18.36871337579618,0,7,0
DRN35,4026.7583999999997,671.1264,6,36.36986666666667,0.0781902735,8.01,Low Fat,Hard Drinks,Drink,671.1264,4.540557636287973,0,7,0
DRN36,6711.263999999999,1342.2527999999998,5,95.4552,0.05955943425,15.2,Low Fat,Soft Drinks,Drink,1342.2527999999998,6.279947368421054,0,14,0
DRN37,10862.527,1810.4211666666667,6,166.9658,0.1094420648,9.6,Low Fat,Soft Drinks,Drink,1810.4211666666667,17.392270833333335,0,14,0
DRN47,26245.836,2916.2039999999997,9,179.42155555555556,0.018255372375000002,12.1,Low Fat,Hard Drinks,Drink,2916.2039999999997,14.828227731864096,0,7,0
DRN59,3215.8140000000003,803.9535000000001,4,46.056,0.0642121235,15.0,Low Fat,Hard Drinks,Drink,803.9535000000001,3.0704,0,7,0
DRO35,10426.428,2606.607,4,115.7242,0.034650207,13.85,Low Fat,Hard Drinks,Drink,2606.607,8.355537906137185,0,7,0
DRO47,8828.508,1471.418,6,113.08600000000001,0.1275969894,10.195,Low Fat,Hard Drinks,Drink,1471.418,11.092300147130947,0,7,0
DRO59,4174.566,1043.6415,4,76.3262,0.0644450505,11.8,Low Fat,Hard Drinks,Drink,1043.6415,6.468322033898304,0,7,0
DRP35,17385.3696,2173.1712,8,127.8336,0.099416358875,18.85,Low Fat,Hard Drinks,Drink,2173.1712,6.781623342175066,0,7,0
DRP47,15140.292000000001,3785.0730000000003,4,252.26319999999998,0.14082754225,15.75,Low Fat,Hard Drinks,Drink,3785.0730000000003,16.01671111111111,0,7,0
DRQ35,18204.3036,2600.6148,7,123.82451428571429,0.04233645442857143,9.3,Low Fat,Hard Drinks,Drink,2600.6148,13.314463901689708,0,7,0
DRY23,3025.3952,504.2325333333333,6,42.69453333333333,0.12278888233333334,9.395,Regular,Soft Drinks,Drink,504.2325333333333,4.544388859322335,2,14,0
DRZ11,10526.297999999999,1754.3829999999998,6,123.02213333333333,0.11280836683333334,8.85,Regular,Soft Drinks,Drink,1754.3829999999998,13.900806026365348,2,14,0
DRZ24,13062.996,2612.5991999999997,5,120.444,0.081984113,7.534999999999999,Low Fat,Soft Drinks,Drink,2612.5991999999997,15.984605175846054,0,14,0
FDA01,5390.3168000000005,770.0452571428572,7,59.13325714285714,0.05966476228571428,15.0,Regular,Canned,Food,770.0452571428572,3.942217142857143,2,3,1
FDA02,11847.2452,1692.4635999999998,7,144.16431428571428,0.03291934171428571,14.0,Regular,Dairy,Food,1692.4635999999998,10.297451020408163,2,4,1
FDA03,13560.348600000001,2260.0581,6,145.3602,0.051552963400000006,18.5,Regular,Dairy,Food,2260.0581,7.857308108108108,2,4,1
FDA04,35741.4756,4467.68445,8,259.0087,0.06679212925,11.3,Regular,Frozen Foods,Food,4467.68445,22.921123893805305,2,5,1
FDA07,13475.792000000001,1925.113142857143,7,122.93577142857143,0.033931167857142855,7.55,Regular,Fruits and Vegetables,Food,1925.113142857143,16.28288363292337,2,6,1
FDA08,12662.8502,2110.4750333333336,6,164.03593333333333,0.05636984216666666,11.85,Regular,Fruits and Vegetables,Food,2110.4750333333336,13.842694796061885,2,6,1
FDA09,15100.344000000001,3020.0688,5,179.446,0.1497584494,13.35,Regular,Snack Foods,Food,3020.0688,13.441647940074906,2,13,1
FDA10,9188.039999999999,1531.34,6,122.4072,0.16324637720000001,20.35,Low Fat,Snack Foods,Food,1531.34,6.015095823095823,0,13,1
FDA11,8319.836800000001,1663.96736,5,94.0836,0.0432986252,7.75,Low Fat,Baking Goods,Food,1663.96736,12.13981935483871,0,0,1
FDA13,3908.9118000000003,488.61397500000004,8,38.2881,0.0860011705,15.85,Low Fat,Canned,Food,488.61397500000004,2.415652996845426,0,3,1
FDA14,3954.852,1318.2839999999999,3,146.77599999999998,0.08153173866666667,16.1,Low Fat,Dairy,Food,1318.2839999999999,9.116521739130432,0,4,1
FDA15,41584.5364,5198.06705,8,249.4967,0.017386784625,9.3,Low Fat,Dairy,Food,5198.06705,26.827602150537633,0,4,1
FDA16,17462.6024,4365.6506,4,221.2706,0.033931155000000005,6.695,Low Fat,Frozen Foods,Food,4365.6506,33.05012696041822,0,5,1
FDA19,7067.467,1413.4933999999998,5,128.45940000000002,0.0644236155,7.519999999999999,Low Fat,Fruits and Vegetables,Food,1413.4933999999998,17.0823670212766,0,6,1
FDA20,21065.912,3510.9853333333335,6,186.24066666666667,0.06668127583333333,6.78,Low Fat,Fruits and Vegetables,Food,3510.9853333333335,27.469124877089477,0,6,1
FDA21,22951.457599999998,3825.242933333333,6,185.14239999999998,0.03600047666666666,13.65,Low Fat,Snack Foods,Food,3825.242933333333,13.563545787545786,0,13,1
FDA22,11698.106,3899.3686666666667,3,167.1158,0.08444437850000001,7.435,Low Fat,Starchy Foods,Food,3899.3686666666667,22.476906523201077,0,15,1
FDA23,11536.9824,1922.8304,6,101.36826666666667,0.04719763433333333,9.8,Low Fat,Baking Goods,Food,1922.8304,10.343700680272109,0,0,1
FDA25,7430.3279999999995,1486.0656,5,103.25899999999999,0.068283384,16.5,Regular,Canned,Food,1486.0656,6.258121212121211,2,3,1
FDA26,16647.6632,3329.53264,5,218.8482,0.087688251,7.855000000000001,Regular,Dairy,Food,3329.53264,27.86100572883513,2,4,1
FDA27,15340.032,3068.0063999999998,5,256.2472,0.03099906825,20.35,Regular,Dairy,Food,3068.0063999999998,12.592,2,4,1
FDA28,12080.2752,2013.3792,6,126.1862,0.05320742666666667,16.1,Regular,Frozen Foods,Food,2013.3792,7.8376521739130425,2,5,1
FDA31,9347.832,2336.958,4,172.63299999999998,0.110329866,7.1,Low Fat,Fruits and Vegetables,Food,2336.958,24.31450704225352,0,6,1
FDA32,17257.536,2465.362285714286,7,215.86205714285714,0.037278289,14.0,Low Fat,Fruits and Vegetables,Food,2465.362285714286,15.418718367346939,0,6,1
FDA33,12711.4536,2542.29072,5,147.2676,0.0339612568,6.480000000000001,Low Fat,Snack Foods,Food,2542.29072,22.726481481481475,0,13,1
FDA34,20080.528,4016.1056,5,173.348,0.0148772304,11.5,Low Fat,Starchy Foods,Food,4016.1056,15.073739130434785,0,15,1
FDA35,11638.184000000001,2909.5460000000003,4,122.5322,0.05386944075,14.85,Regular,Baking Goods,Food,2909.5460000000003,8.2513265993266,2,0,1
FDA36,7958.9732,1989.7433,4,185.0424,0.006724899,5.985,Low Fat,Baking Goods,Food,1989.7433,30.917694235588968,0,0,1
FDA37,6474.2392,2158.0797333333335,3,123.73793333333333,0.05529826400000001,7.81,Regular,Canned,Food,2158.0797333333335,15.843525394793001,2,3,1
FDA38,7691.321599999999,1922.8303999999998,4,240.0788,0.0302935035,5.44,Low Fat,Dairy,Food,1922.8303999999998,44.13213235294117,0,4,1
FDA39,5303.097,662.887125,8,39.4822,0.013952322428571428,6.32,Low Fat,Meat,Food,662.887125,6.247183544303797,0,10,1
FDA40,4394.28,878.856,5,87.9256,0.0993941046,16.0,Regular,Frozen Foods,Food,878.856,5.49535,2,5,1
FDA43,12094.9228,2418.98456,5,195.1794,0.0734438434,10.895,Low Fat,Fruits and Vegetables,Food,2418.98456,17.91458467186783,0,6,1
