Item_Identifier,Total_Sales,Avg_Sales,Store_Count,Avg_MRP,Avg_Visibility,Item_Weight,Item_Fat_Content,Broad_Category,Item_Type
DRH15,3251.7672000000002,812.9418000000001,4,43.6428,0.137570242,8.775,Low Fat,Drinks,Dairy
DRH23,3978.8208,795.76416,5,55.3014,0.2025817725,14.65,Low Fat,Drinks,Hard Drinks
DRH25,4466.1864000000005,744.3644,6,51.41573333333333,0.0165654376,18.7,Low Fat,Drinks,Soft Drinks
DRH36,7680.6687999999995,1280.1114666666665,6,73.93626666666667,0.0384429222,16.2,Low Fat,Drinks,Soft Drinks
DRH37,12662.8502,2110.4750333333336,6,164.31926666666666,0.04688144216666667,17.6,Low Fat,Drinks,Soft Drinks
DRH39,8881.771999999999,1480.2953333333332,6,76.50033333333333,0.09272580725000001,20.7,Low Fat,Drinks,Dairy
DRH49,2229.0984,557.2746,4,83.8092,0.029303866249999998,19.7,Low Fat,Drinks,Soft Drinks
DRH51,4833.708,966.7416,5,89.4856,0.11547881675,17.6,Low Fat,Drinks,Dairy
DRH59,1904.188,634.7293333333333,3,73.67133333333334,0.07811953249999999,10.8,Low Fat,Drinks,Hard Drinks
DRI01,21727.7172,3103.9595999999997,7,172.59934285714286,0.0390956676,7.97,Low Fat,Drinks,Soft Drinks
DRI03,22492.0556,2811.50695,8,176.8153,0.02557790366666667,6.03,Low Fat,Drinks,Dairy
DRI11,9790.589,1398.6555714285714,7,115.05482857142856,0.04141927457142857,8.26,Low Fat,Drinks,Hard Drinks
DRI13,12588.9464,3147.2366,4,217.4008,0.020372177999999998,15.35,Low Fat,Drinks,Soft Drinks
DRI23,16045.78,2674.2966666666666,6,160.40779999999998,0.1374293684,18.85,Low Fat,Drinks,Hard Drinks
DRI25,6023.4926000000005,860.4989428571429,7,56.14711428571429,0.03718193671428571,19.6,Low Fat,Drinks,Soft Drinks
DRI37,3866.9664000000002,644.4944,6,58.3904,0.1197965585,15.85,Low Fat,Drinks,Soft Drinks
DRI39,6395.009,1279.0018,5,55.713,0.1102332892,13.8,Low Fat,Drinks,Dairy
DRI47,13662.216,2277.036,6,143.74613333333335,0.023285561166666666,14.7,Low Fat,Drinks,Hard Drinks
DRI49,5685.932,1421.483,4,82.4526,0.18377854225,14.15,Low Fat,Drinks,Soft Drinks
DRI51,20097.8388,3349.6398000000004,6,172.44306666666668,0.0479737626,17.25,Low Fat,Drinks,Dairy
DRI59,9172.0608,4586.0304,2,224.05880000000002,0.0408512865,9.5,Low Fat,Drinks,Hard Drinks
DRJ01,7895.0564,1315.8427333333334,6,160.89026666666666,0.12797096283333334,6.135,Low Fat,Drinks,Soft Drinks
DRJ11,20421.4176,2917.3453714285715,7,189.3729142857143,0.09663635500000001,9.5,Low Fat,Drinks,Hard Drinks
DRJ13,13157.5396,2192.9232666666667,6,160.07446666666667,0.07006537183333333,12.65,Low Fat,Drinks,Soft Drinks
DRJ23,14370.627199999999,2874.12544,5,188.50719999999998,0.048759334,18.35,Low Fat,Drinks,Hard Drinks
DRJ24,15732.854,1966.60675,8,185.6174,0.1336853815,11.8,Low Fat,Drinks,Soft Drinks
DRJ25,4089.3436,1022.3359,4,48.5692,0.15106863025,14.6,Low Fat,Drinks,Soft Drinks
DRJ35,2120.5730000000003,706.8576666666668,3,60.65446666666667,0.04665946366666667,10.1,Low Fat,Drinks,Hard Drinks
DRJ37,8804.5392,2934.8464,3,151.03573333333335,0.061117959,10.8,Low Fat,Drinks,Soft Drinks
DRJ39,25628.6394,4271.4399,6,219.04819999999998,0.0363275035,20.25,Low Fat,Drinks,Dairy
DRJ47,12809.992,3202.498,4,173.908,0.04423259125,18.25,Low Fat,Drinks,Hard Drinks
DRJ49,9816.555199999999,1963.3110399999998,5,128.2252,0.014033719,6.865,Low Fat,Drinks,Soft Drinks
DRJ51,17968.6104,3593.7220800000005,5,230.60680000000002,0.08814048049999999,14.1,Low Fat,Drinks,Dairy
DRJ59,2818.9972,469.83286666666663,6,39.43306666666667,0.0219934952,11.65,Low Fat,Drinks,Hard Drinks
DRK01,7090.77,1418.154,5,94.0036,0.0612245842,7.63,Low Fat,Drinks,Soft Drinks
DRK11,9694.048,1615.6746666666668,6,149.5225333333333,0.012390879200000001,8.21,Low Fat,Drinks,Hard Drinks
DRK12,3928.2200000000003,491.02750000000003,8,32.315,0.041930889857142856,9.5,Low Fat,Drinks,Soft Drinks
DRK13,22221.7408,3703.6234666666664,6,198.8750666666667,0.11527526083333334,11.8,Low Fat,Drinks,Soft Drinks
DRK23,27324.432,5464.8864,5,253.204,0.07205740520000001,8.395,Low Fat,Drinks,Hard Drinks
DRK35,4819.7262,602.465775,8,37.9256,0.084678938375,8.365,Low Fat,Drinks,Hard Drinks
DRK37,17836.782,3567.3563999999997,5,189.533,0.05494758666666666,5.0,Low Fat,Drinks,Soft Drinks
DRK39,8239.275,1647.855,5,82.925,0.04981403775,7.02,Low Fat,Drinks,Dairy
DRK47,16214.2274,3242.84548,5,229.8494,0.064151817,7.905,Low Fat,Drinks,Hard Drinks
DRK49,4142.6076,591.8010857142857,7,40.742371428571424,0.03595178783333334,14.15,Low Fat,Drinks,Soft Drinks
DRK59,13592.9728,2265.4954666666667,6,234.69493333333332,0.08568826759999999,8.895,Low Fat,Drinks,Hard Drinks
DRL01,29913.062400000003,4273.294628571429,7,233.3100857142857,0.09289356957142857,19.5,Regular,Drinks,Soft Drinks
DRL11,15621.6654,3124.33308,5,158.3546,0.0480433672,10.5,Low Fat,Drinks,Hard Drinks
DRL23,6860.4032,1715.1008,4,106.4438,0.01531411225,18.35,Low Fat,Drinks,Hard Drinks
DRL35,5366.348,766.6211428571429,7,42.991285714285716,0.030720903166666667,15.7,Low Fat,Drinks,Hard Drinks
DRL37,5409.625,772.8035714285714,7,43.14842857142857,0.0533881235,15.5,Low Fat,Drinks,Soft Drinks
DRL47,6795.1548,1359.03096,5,126.4962,0.038707694,19.7,Low Fat,Drinks,Hard Drinks
DRL49,5556.7668,926.1278000000001,6,142.7812,0.062851071,13.15,Low Fat,Drinks,Soft Drinks
DRL59,1402.1747999999998,701.0873999999999,2,54.6798,0.029190409,16.75,Low Fat,Drinks,Hard Drinks
DRL60,11282.6468,1611.8066857142858,7,151.99677142857144,0.032595447285714285,8.52,Low Fat,Drinks,Soft Drinks
DRM11,11194.0954,3731.3651333333332,3,260.7278,0.06614096366666666,6.57,Low Fat,Drinks,Hard Drinks
DRM23,19658.410799999998,2808.3443999999995,7,172.29934285714288,0.15120812749999998,16.6,Low Fat,Drinks,Hard Drinks
DRM35,16415.9648,4103.9912,4,177.9094,0.07049127449999999,9.695,Low Fat,Drinks,Hard Drinks
DRM37,27393.6752,3913.382171428572,7,197.2768,0.116070294,15.35,Low Fat,Drinks,Soft Drinks
DRM47,17770.8678,2961.8113,6,191.70126666666667,0.04871059916666667,9.3,Low Fat,Drinks,Hard Drinks
DRM48,3504.7712,876.1928,4,37.4598,0.112861113,15.2,Low Fat,Drinks,Soft Drinks
DRM49,4014.7740000000003,802.9548000000001,5,44.5286,0.152207128,6.11,Regular,Drinks,Soft Drinks
DRM59,16302.7788,2328.9684,7,154.02837142857143,0.0039813265714285714,5.88,Low Fat,Drinks,Hard Drinks
DRN11,9144.0972,2286.0243,4,144.1944,0.16335672675000001,7.85,Low Fat,Drinks,Hard Drinks
DRN35,4026.7583999999997,671.1264,6,36.36986666666667,0.0781902735,8.01,Low Fat,Drinks,Hard Drinks
DRN36,6711.263999999999,1342.2527999999998,5,95.4552,0.05955943425,15.199999999999998,Low Fat,Drinks,Soft Drinks
DRN37,10862.527,1810.4211666666667,6,166.9658,0.1094420648,9.6,Low Fat,Drinks,Soft Drinks
DRN47,26245.836,2916.2039999999997,9,179.42155555555556,0.018255372375000002,12.1,Low Fat,Drinks,Hard Drinks
DRN59,3215.8140000000003,803.9535000000001,4,46.056,0.0642121235,15.0,Low Fat,Drinks,Hard Drinks
DRO35,10426.428,2606.607,4,115.7242,0.034650207,13.85,Low Fat,Drinks,Hard Drinks
DRO47,8828.508,1471.418,6,113.08600000000001,0.1275969894,10.195,Low Fat,Drinks,Hard Drinks
DRO59,4174.566,1043.6415,4,76.3262,0.0644450505,11.8,Low Fat,Drinks,Hard Drinks
DRP35,17385.3696,2173.1712,8,127.8336,0.099416358875,18.85,Low Fat,Drinks,Hard Drinks
DRP47,15140.292000000001,3785.0730000000003,4,252.26319999999998,0.14082754225,15.75,Low Fat,Drinks,Hard Drinks
DRQ35,18204.3036,2600.6148,7,123.82451428571429,0.04233645442857143,9.299999999999999,Low Fat,Drinks,Hard Drinks
DRY23,3025.3952,504.2325333333333,6,42.69453333333333,0.12278888233333334,9.395,Regular,Drinks,Soft Drinks
DRZ11,10526.297999999999,1754.3829999999998,6,123.02213333333333,0.11280836683333334,8.85,Regular,Drinks,Soft Drinks
DRZ24,13062.996,2612.5991999999997,5,120.444,0.081984113,7.535,Low Fat,Drinks,Soft Drinks
FDA01,5390.3168000000005,770.0452571428572,7,59.13325714285714,0.05966476228571428,15.0,Regular,Food,Canned
FDA02,11847.2452,1692.4635999999998,7,144.16431428571428,0.03291934171428571,14.0,Regular,Food,Dairy
FDA03,13560.348600000001,2260.0581,6,145.3602,0.051552963400000006,18.5,Regular,Food,Dairy
FDA04,35741.4756,4467.68445,8,259.0087,0.06679212925,11.3,Regular,Food,Frozen Foods
FDA07,13475.792000000001,1925.113142857143,7,122.93577142857143,0.033931167857142855,7.55,Regular,Food,Fruits and Vegetables
FDA08,12662.8502,2110.4750333333336,6,164.03593333333333,0.05636984216666666,11.85,Regular,Food,Fruits and Vegetables
FDA09,15100.344000000001,3020.0688,5,179.446,0.1497584494,13.35,Regular,Food,Snack Foods
FDA10,9188.039999999999,1531.34,6,122.4072,0.16324637720000001,20.35,Low Fat,Food,Snack Foods
FDA11,8319.836800000001,1663.96736,5,94.0836,0.0432986252,7.75,Low Fat,Food,Baking Goods
FDA13,3908.9118000000003,488.61397500000004,8,38.2881,0.0860011705,15.85,Low Fat,Food,Canned
FDA14,3954.852,1318.2839999999999,3,146.77599999999998,0.08153173866666667,16.1,Low Fat,Food,Dairy
FDA15,41584.5364,5198.06705,8,249.4967,0.017386784625,9.3,Low Fat,Food,Dairy
FDA16,17462.6024,4365.6506,4,221.2706,0.033931155000000005,6.695,Low Fat,Food,Frozen Foods
FDA19,7067.467,1413.4933999999998,5,128.45940000000002,0.0644236155,7.52,Low Fat,Food,Fruits and Vegetables
FDA20,21065.912,3510.9853333333335,6,186.24066666666667,0.06668127583333333,6.78,Low Fat,Food,Fruits and Vegetables
FDA21,22951.457599999998,3825.242933333333,6,185.14239999999998,0.03600047666666666,13.65,Low Fat,Food,Snack Foods
FDA22,11698.106,3899.3686666666667,3,167.1158,0.08444437850000001,7.435,Low Fat,Food,Starchy Foods
FDA23,11536.9824,1922.8304,6,101.36826666666667,0.04719763433333333,9.8,Low Fat,Food,Baking Goods
FDA25,7430.3279999999995,1486.0656,5,103.25899999999999,0.068283384,16.5,Regular,Food,Canned
FDA26,16647.6632,3329.53264,5,218.8482,0.087688251,7.855,Regular,Food,Dairy
FDA27,15340.032,3068.0063999999998,5,256.2472,0.03099906825,20.35,Regular,Food,Dairy
FDA28,12080.2752,2013.3792,6,126.1862,0.05320742666666667,16.1,Regular,Food,Frozen Foods
FDA31,9347.832,2336.958,4,172.63299999999998,0.110329866,7.1,Low Fat,Food,Fruits and Vegetables
FDA32,17257.536,2465.362285714286,7,215.86205714285714,0.037278289,14.0,Low Fat,Food,Fruits and Vegetables
FDA33,12711.4536,2542.29072,5,147.2676,0.0339612568,6.48,Low Fat,Food,Snack Foods
FDA34,20080.528,4016.1056,5,173.348,0.0148772304,11.5,Low Fat,Food,Starchy Foods
FDA35,11638.184000000001,2909.5460000000003,4,122.5322,0.05386944075,14.85,Regular,Food,Baking Goods
FDA36,7958.9732,1989.7433,4,185.0424,0.006724899,5.985,Low Fat,Food,Baking Goods
FDA37,6474.2392,2158.0797333333335,3,123.73793333333333,0.05529826400000001,7.81,Regular,Food,Canned
FDA38,7691.321599999999,1922.8303999999998,4,240.0788,0.0302935035,5.44,Low Fat,Food,Dairy
FDA39,5303.097,662.887125,8,39.4822,0.013952322428571428,6.32,Low Fat,Food,Meat
FDA40,4394.28,878.856,5,87.9256,0.0993941046,16.0,Regular,Food,Frozen Foods
FDA43,12094.9228,2418.98456,5,195.1794,0.0734438434,10.895,Low Fat,Food,Fruits and Vegetables
FDA44,7526.869,940.858625,8,56.468,0.057754922,19.7,Low Fat,Food,Fruits and Vegetables
FDA45,13938.523,2787.7046,5,177.317,0.15538706959999998,21.25,Low Fat,Food,Snack Foods
FDA46,22940.8048,3823.467466666667,6,194.74693333333335,0.11770163299999999,13.6,Low Fat,Food,Snack Foods
FDA47,17290.826,2881.8043333333335,6,163.271,0.1167684238,10.5,Regular,Food,Baking Goods
FDA48,8646.7446,4323.3723,2,221.7114,0.114990544,12.1,Low Fat,Food,Baking Goods
FDA49,6279.8256,1046.6376,6,87.75313333333334,0.08029944700000001,19.7,Low Fat,Food,Canned
FDA50,9750.641,1218.830125,8,96.5035,0.102714250125,16.25,Low Fat,Food,Dairy
FDA51,6375.7008000000005,2125.2336,3,112.5518,0.1643680936666667,8.05,Regular,Food,Dairy
FDA52,14467.834,2893.5668,5,177.497,0.12836369099999997,16.2,Regular,Food,Frozen Foods
FDA55,13869.9456,3467.4864,4,224.2338,0.06766406675,17.2,Regular,Food,Fruits and Vegetables
FDA56,13768.0782,2753.61564,5,121.9614,0.0087611188,9.21,Low Fat,Food,Fruits and Vegetables
FDA57,3036.048,1012.016,3,40.748,0.03959541133333333,18.85,Low Fat,Food,Snack Foods
FDA58,6599.4096,2199.8032,3,235.52653333333333,0.10371591666666667,9.395,Low Fat,Food,Snack Foods
FDB02,18173.011,3634.6022,5,175.857,0.0291656648,9.695,Regular,Food,Canned
FDB03,18266.8888,3653.3777600000003,5,240.73379999999997,0.1569763326,17.75,Regular,Food,Dairy
FDB04,10546.272,1506.6102857142857,7,88.3856,0.070024864,11.35,Regular,Food,Dairy
FDB05,12383.88,3095.97,4,246.6276,0.09874776,5.155,Low Fat,Food,Frozen Foods
FDB08,13638.913,2273.1521666666667,6,160.32446666666667,0.0311434314,6.055,Low Fat,Food,Fruits and Vegetables
FDB09,5229.1932,1045.83864,5,125.04459999999999,0.0660779412,16.25,Low Fat,Food,Fruits and Vegetables
FDB10,4254.4619999999995,2127.2309999999998,2,234.609,0.0673972565,10.0,Low Fat,Food,Snack Foods
FDB11,22278.9996,4455.7999199999995,5,225.3404,0.0609480382,16.0,Low Fat,Food,Starchy Foods
FDB12,8724.6432,1744.92864,5,103.6848,0.10540469020000001,11.15,Regular,Food,Baking Goods
FDB14,10532.956,1504.708,7,93.06914285714286,0.114278048,20.25,Regular,Food,Canned
FDB15,27156.6504,3879.5214857142855,7,263.8139428571429,0.15018024814285713,10.895,Low Fat,Food,Dairy
FDB16,5756.5068,1151.30136,5,87.7398,0.044948799,8.21,Low Fat,Food,Dairy
FDB17,25534.7616,3191.8452,8,180.6476,0.043219134,13.15,Low Fat,Food,Frozen Foods
FDB20,5842.395,1168.479,5,78.1386,0.052066101399999995,7.72,Low Fat,Food,Fruits and Vegetables
FDB21,21510.0006,4302.00012,5,242.0254,0.14895016049999998,7.475,Low Fat,Food,Fruits and Vegetables
FDB22,11073.5856,2214.7171200000003,5,153.8998,0.12642599940000002,8.02,Low Fat,Food,Snack Foods
FDB23,21216.3828,3536.0638,6,225.57286666666667,0.0064323978000000006,19.2,Regular,Food,Starchy Foods
FDB26,4420.912,884.1824,5,53.084,0.0312840848,14.0,Regular,Food,Canned
FDB27,19904.7568,3317.4594666666667,6,196.91013333333333,0.06159701016666667,7.575,Low Fat,Food,Dairy
FDB28,7909.704000000001,1977.4260000000002,4,197.6176,0.10927600675,6.615,Low Fat,Food,Dairy
FDB29,9390.443200000002,1565.0738666666668,6,114.2176,0.05251904583333333,16.7,Regular,Food,Frozen Foods
FDB32,9763.2912,1627.2151999999999,6,94.17779999999999,0.029040071,20.6,Low Fat,Food,Fruits and Vegetables
FDB33,14480.4842,2896.09684,5,159.08620000000002,0.016777203400000003,17.75,Low Fat,Food,Fruits and Vegetables
FDB34,10640.8156,1520.1165142857142,7,86.29122857142856,0.029202658142857142,15.25,Low Fat,Food,Snack Foods
FDB35,8177.3556,1362.8926,6,92.49706666666667,0.07282339716666666,12.3,Regular,Food,Starchy Foods
FDB36,15083.699,2154.814142857143,7,131.50545714285713,0.0485448542,5.465,Regular,Food,Baking Goods
FDB37,25717.8566,5143.57132,5,240.97380000000004,0.022921055200000002,20.25,Regular,Food,Baking Goods
FDB38,12144.192000000001,2428.8384,5,159.292,0.02734015,19.5,Regular,Food,Canned
FDB39,3355.632,671.1264,5,57.0072,0.0443732326,11.6,Low Fat,Food,Dairy
FDB40,15018.450599999998,2503.0750999999996,6,145.34353333333334,0.008389905666666668,17.5,Regular,Food,Dairy
FDB41,3592.6568,598.7761333333334,6,47.4718,0.12051547216666665,19.0,Regular,Food,Frozen Foods
FDB44,17728.9224,3545.78448,5,210.5786,0.016943371000000002,6.655,Low Fat,Food,Fruits and Vegetables
FDB45,7421.6726,1236.9454333333333,6,104.69726666666668,0.024023372666666667,20.85,Low Fat,Food,Fruits and Vegetables
FDB46,14397.2592,3599.3148,4,212.0744,0.09393890575,10.5,Regular,Food,Snack Foods
FDB47,4599.3464,2299.6732,2,209.9112,0.071455195,8.8,Low Fat,Food,Snack Foods
FDB49,8178.6872,1363.1145333333334,6,98.28840000000001,0.03734909283333333,8.3,Regular,Food,Baking Goods
FDB50,7322.4684,1464.49368,5,77.6386,0.1540275828,13.0,Low Fat,Food,Canned
FDB51,5069.4012,844.9002,6,62.351866666666666,0.038522888166666665,6.92,Low Fat,Food,Dairy
FDB52,14828.697600000001,2965.73952,5,256.9072,0.030447663200000002,17.75,Low Fat,Food,Dairy
FDB53,17598.425600000002,3519.6851200000006,5,148.25920000000002,0.13956976299999999,13.35,Low Fat,Food,Frozen Foods
FDB56,26849.050799999997,3835.5786857142853,7,187.44131428571427,0.07470972716666667,8.75,Regular,Food,Fruits and Vegetables
FDB57,20458.7024,4091.7404799999995,5,221.79720000000003,0.0188043246,20.25,Regular,Food,Fruits and Vegetables
FDB58,15741.509399999999,2248.787057142857,7,142.14397142857143,0.016250771285714286,10.5,Regular,Food,Snack Foods
FDB59,12499.7292,2499.94584,5,198.3684,0.0152874972,18.25,Low Fat,Food,Snack Foods
FDB60,16330.742400000001,2721.7904000000003,6,195.0136,0.03177388516666666,9.3,Low Fat,Food,Baking Goods
FDC02,27334.419,4555.7365,6,259.1444666666667,0.076530649,21.35,Low Fat,Food,Canned
FDC03,12875.240399999999,3218.8100999999997,4,194.8794,0.071957675,8.575,Regular,Food,Dairy
FDC04,12567.640800000001,2513.5281600000003,5,242.0054,0.0517666446,15.6,Low Fat,Food,Dairy
FDC05,11430.454399999999,2857.6135999999997,4,197.2768,0.09905860475,13.1,Regular,Food,Frozen Foods
FDC08,17657.016,2942.836,6,226.88866666666664,0.11509383083333334,19.0,Regular,Food,Fruits and Vegetables
FDC09,4408.9276,881.78552,5,102.2932,0.029882333599999998,15.5,Regular,Food,Fruits and Vegetables
FDC10,5543.4508,1108.6901599999999,5,120.0498,0.083853786,9.8,Regular,Food,Snack Foods
FDC11,8029.548,2007.387,4,89.7422,0.141736083,20.5,Low Fat,Food,Starchy Foods
FDC14,4488.1578,561.019725,8,41.5079,0.04965328971428571,14.5,Regular,Food,Canned
FDC15,6756.5383999999995,1689.1345999999999,4,157.3288,0.20844980225,18.1,Low Fat,Food,Dairy
FDC16,9694.047999999999,1384.8639999999998,7,86.22542857142857,0.020598200333333334,11.5,Regular,Food,Dairy
FDC17,31979.7056,4568.529371428572,7,211.0785142857143,0.015472699142857144,12.15,Low Fat,Food,Frozen Foods
FDC20,3020.0688,503.3448,6,56.110533333333336,0.0276277296,10.65,Low Fat,Food,Fruits and Vegetables
