log_Total_Sales,log_Avg_Sales,Store_Count,Avg_MRP,log_Avg_Visibility,Item_Weight,Sales_Per_Store,Price_Per_Unit_Weight,Item_Identifier,cluster_producto
0.7659736635904809,0.6349080027977316,0.348838464535604,1.6894596929960732,-0.0954274632168123,0.2135485381995459,0.4871186841058184,0.6259119849643858,DRC27,2
0.6352452534387659,0.7902540958447982,-0.3056009653212034,0.5398411008082469,-0.5283024092276765,0.0413065820186794,0.7242719293118229,0.080190803293152,DRC36,1
-0.2075097728252541,0.68562851258225,-1.6144798250348182,0.0612442752480793,-0.0830093986026666,-0.8909530058102576,0.5621299437529668,0.4873114234089582,DRC49,0
-1.221301388049714,-1.3126580006783817,-0.3056009653212034,-1.373476660927144,-0.1697238573258257,-0.1524656186847948,-1.1850734986007718,-1.015119168143866,DRD01,3
0.1787717145224714,-0.2868322095076783,1.0032778943924114,-0.7990993536546407,0.1758993314258672,-1.2591201871468587,-0.5438343875600051,0.0438222855304076,DRD12,0
-0.1828204631387451,-0.6963741042628314,1.0032778943924114,-1.2330470050576243,-0.4369511671896112,0.4719114724708443,-0.8478295989255358,-1.0535514247237434,DRD13,3
0.869272425888544,0.4953766038874743,1.0032778943924114,1.479535522938573,-0.0169721465334194,-0.4754192865239185,0.2921734552525284,1.1413417053562742,DRD15,2
0.5022989932217474,0.0796441435481571,1.0032778943924114,0.0166452645655403,-0.7774513135842567,0.2243136604608494,-0.2005895871129972,-0.3134449789460551,DRD24,1
0.5198976339977727,-0.1226296410452242,1.657717324249219,-0.4497963528081102,0.5533194567745577,-1.4367447044583768,-0.3993379078419545,0.7022149153038532,DRD25,0
-0.633485441361923,-0.6469987119412509,-0.3056009653212034,-0.6920827138371326,-0.8991514437399329,1.2792956420686534,-0.8150179510081725,-0.9378245036038328,DRD27,3
-0.65771428088342,-1.2341323605719052,1.0032778943924114,-1.530289983745021,-1.1966105606651989,-0.6476612427047843,-1.1487150998070952,-1.0042182996482658,DRD37,3
0.583689649574515,1.1032604097980434,-0.9600403951780108,1.5603502612381657,2.0457985993710244,-0.6272075104083067,1.274883991302146,1.3987325763130565,DRD49,2
0.6900671099422284,0.5489095172096428,0.348838464535604,0.6577697537097492,-0.5963205130815284,0.6226231841291014,0.3650415360526156,-0.1486558042564837,DRD60,1
-0.7621937525570331,0.7319940778343881,-2.268919254891625,1.6234885876327168,3.1149424358209483,-0.5830705091369598,0.6327287763620475,1.3863299566360865,DRE01,2
-1.1267359730720738,-1.765076268475609,1.0032778943924114,-1.5193354774424437,-0.9384769639996724,1.462302720510824,-1.3642096317233852,-1.2914567013577267,DRE03,3
-0.0757390868578976,-0.3186184630337915,0.348838464535604,-0.4575816627110049,0.0336545203749265,-1.769386982332674,-0.5701968881493484,1.4597942471641745,DRE12,0
-0.33822189130913,-0.3125658349749609,-0.3056009653212034,-0.878356723163412,-0.91399978585431,-1.4055258499005947,-0.5652157482930411,0.1231220508508151,DRE13,0
-0.5097596467560068,-0.8101881722502278,0.348838464535604,-1.0500942166061762,-1.0620218464968143,0.1166624378478081,-0.9198572174326576,-0.881903643821514,DRE15,3
-0.4156996889917354,-0.4003253975360461,-0.3056009653212034,-0.7824814370861507,0.0895968469915398,0.547267328299973,-0.635696916181107,-0.8393761123942066,DRE25,3
-0.7238572486226331,-1.052637186357528,0.348838464535604,-0.6967259800468042,1.6363295971920029,-0.2062912299913155,-1.0578191028229034,-0.562661846459594,DRE27,3
-0.0485927213607699,0.0155189949287002,-0.3056009653212034,0.7785838035366414,0.90851125890903,0.1489578046317206,-0.2662296921935831,0.1548014448724317,DRE37,0
1.3464821401145766,1.0360440255260892,1.0032778943924114,0.8984864735382516,-1.1482377748303971,-0.9426255926645176,1.1477640694911522,1.3122302052499304,DRE48,2
1.3282783619681553,0.5971189540069408,2.3121567541060264,0.1845678794533251,-1.0122122434795922,1.7099005325208183,0.4326987506363182,-0.6746408322798995,DRE49,1
1.347122406380755,1.2933617253115577,0.348838464535604,1.3669083976219796,2.269152767038087,-0.734858733021348,1.6634717324546295,1.3988764570637393,DRE60,2
0.4330751871817246,-0.220975037529625,1.657717324249219,0.0877798329046899,2.551530270231364,-1.540089878166896,-0.4875864486033058,1.6295960075430906,DRF01,0
-1.176709663483624,-2.043586024518897,1.657717324249219,-1.6237894080070885,-0.4368930031629062,1.3546514978977826,-1.4525842418286812,-1.3258827614157782,DRF03,3
0.7344417432274092,0.5991836811013155,0.348838464535604,0.0684647474945706,-0.865304705646355,-0.1524656186847948,0.4356403686616963,-0.0961835488023763,DRF13,1
-1.376538796199986,-1.117316307156656,-0.9600403951780108,0.200915956413555,-0.6040363687886076,1.1931746639782208,-1.0913535483122168,-0.5484020882839052,DRF15,3
1.131252228115044,0.569936872272756,1.657717324249219,0.5265797649950336,1.3726488098055174,-1.765080933428152,0.3943106354051303,3.0927961373166046,DRF23,2
-0.8462719324596469,-1.4476069299969794,1.0032778943924114,-1.6916161784195165,-0.570437226684962,-0.8199031988856504,-1.2436873389121683,-1.0906120660109693,DRF25,3
0.8523377443154976,0.2539570269991915,1.657717324249219,0.1862178282348148,-0.8374327271287814,-0.8349743700514762,-0.0088381149729758,0.534824883440111,DRF27,0
1.489867286035577,1.4551037208287312,0.348838464535604,0.8017367782699256,-0.9467664488510608,0.7087441622195353,2.030879823824388,-0.1154447994293805,DRF36,1
0.9303500859040922,0.8211431425840643,0.348838464535604,1.954871109026315,0.3294719463584088,0.9563419742295298,0.7741225494485678,0.3019127033956462,DRF37,1
-2.7557075445393044,-0.3734640386322861,-2.923358684748433,0.7599409393677926,-0.3759215850899926,-1.52394219477494,-0.6145172663983827,2.492058636073456,DRF48,0
-0.2787144770162466,-0.5485187301758178,0.348838464535604,-0.4508841485228181,0.2343693855081349,-1.192376429126773,-0.7465959157378715,0.3436173362708496,DRF49,0
-2.378239572388604,-1.7731445331544162,-1.6144798250348182,-1.6691702478900234,2.006799804724965,0.6333883063904061,-1.3669831572901705,-1.292495095974737,DRF51,3
0.944836316349843,1.512474959517058,-0.9600403951780108,1.574444356752026,-0.3688376643276036,-0.4323587974787019,2.170018356424786,1.158576074112358,DRF60,2
-0.6861763591637415,-0.706675330498313,-0.3056009653212034,-1.035772467892396,-0.3834197234237104,0.428850983425628,-0.854553297269258,-0.9435528340642384,DRG01,3
0.5114426742402148,0.6499868573230562,-0.3056009653212034,0.2127678826753825,0.0250302512860833,0.3642602498578031,0.509180819296156,-0.266249914964689,DRG03,1
-0.358137294910631,-0.3351243638370936,-0.3056009653212034,-0.514651742724693,0.6164637511602824,-1.382919093151856,-0.5836891094924171,0.5342436847182529,DRG11,0
0.9699260972905802,1.1694595720050864,-0.3056009653212034,0.3804924515516478,-0.7008972284057833,0.9563419742295298,1.4051976698264084,-0.4018770454036198,DRG13,1
-0.3235540809677365,-0.5993037939720416,0.348838464535604,-1.28871557588367,0.1660983154262268,-1.437821216684507,-0.7823856017133085,-0.3512335838929131,DRG15,0
0.3438896795810587,-0.0997993204999438,1.0032778943924114,0.1889259655426125,0.3769740709102018,-0.8457394923127801,-0.3780952233872581,0.5491255604962209,DRG23,0
-0.0991074847103282,1.483369259916723,-2.268919254891625,0.7411627718820109,-1.1093531490935826,-0.4969495310465267,2.0988312002106286,0.6250668686591642,DRG25,2
-1.9452100097679936,-2.1320721955115864,-0.3056009653212034,-1.6129570888835782,1.1749358911493453,-0.8425099556343891,-1.4777056597654126,-1.016557993443409,DRG27,3
0.8945861996246038,1.0840949980949324,-0.3056009653212034,0.4925686990778706,0.5581865131294087,0.2889043940286743,1.2381137659849173,-0.0810925230183625,DRG36,1
0.2428426700557734,-0.2142588629034282,1.0032778943924114,0.2278210670072319,-1.0541977859050875,0.7302744067421431,-0.4817242241098732,-0.3977148454573962,DRG37,1
-1.7615699634312754,-1.074858603591363,-1.6144798250348182,-1.4224951197474658,-0.5887817632758163,0.2889043940286743,-1.0694875209902377,-1.1247299701338875,DRG39,3
0.3662893003039222,0.4855337279047436,-0.3056009653212034,0.0802092901715308,-1.2110789048145982,-1.513177072513636,0.2790286249905522,1.5499261231665311,DRG48,0
0.9431518420760598,1.1391226438363184,-0.3056009653212034,1.662910175473429,0.1610343279885671,-1.076113108704689,1.3448356679456446,2.2971666715406625,DRG49,2
0.0623543095609026,0.1412046316539992,-0.3056009653212034,0.3850025621160833,-1.2440611619374629,-0.1524656186847948,-0.1351511929827228,0.1055430061223509,DRG51,0
0.4032597406257872,0.5274193275187556,-0.3056009653212034,0.5171037005483998,0.9214617711706286,1.0101675855360503,0.3355076910778169,-0.3586153677271459,DRH01,1
-1.147570720350585,-1.5323682531550025,0.348838464535604,-0.7830720468029222,-0.5630410698523675,0.9563419742295298,-1.2781462929237437,-0.9220217781340836,DRH03,3
-1.4038678207080344,-1.1482639611604897,-0.9600403951780108,-1.3836244096971235,0.1369786018600616,-1.4701165834684191,-1.1069441238467224,-0.4426132325248932,DRH11,3
-1.2945738800046254,-1.3956181532348064,-0.3056009653212034,-0.5525302284508594,-0.9183680767211526,-0.9114067381067356,-1.221667226836479,-0.0416516090475118,DRH13,3
-1.6162880770345731,-1.3887943983675357,-0.9600403951780108,-1.568355316908857,1.4329850552798968,-0.8683462490615189,-1.2187256088111005,-0.9695580289861055,DRH15,3
-1.3199151928276582,-1.4243090061717154,-0.3056009653212034,-1.3805639775283998,2.7170763061618577,0.3965556166417155,-1.233904357822053,-1.1184468517376696,DRH23,3
-1.1501959622382008,-1.535340130107291,0.348838464535604,-1.4431524999684295,-1.1655272882551613,1.268530519807349,-1.279322940133895,-1.2458023909189802,DRH25,3
-0.3538014446673122,-0.6335612188143538,0.348838464535604,-1.0804021595991826,-0.673557986313534,0.7302744067421431,-0.8059185459163356,-1.0204303561151802,DRH36,3
0.3806487189306695,0.1983688398958885,0.348838464535604,0.3754454230628747,-0.4865617618258316,1.031697830058659,-0.0721809564527896,-0.4276623818696588,DRH37,1
-0.1403678035181182,-0.3918222124103943,0.348838464535604,-1.0391013590232887,0.5037140666678233,1.6991354102595142,-0.629029248656916,-1.1282806172835032,DRH39,3
-2.1708343677326383,-2.0165612048614374,-0.9600403951780108,-0.9213735134254888,-0.8777997780673642,1.4838329650334317,-1.4446418731601596,-1.058896915407609,DRH49,3
-1.034041996018663,-1.1006230527355525,-0.3056009653212034,-0.8299406862541965,0.979873843639412,1.031697830058659,-1.0828228560386195,-0.9557869327727242,DRH51,3
-2.4021742617443187,-1.8002416263046883,-1.6144798250348182,-1.0846695832618176,0.1927895710467987,-0.4323587974787015,-1.376200227103023,-0.740035104824228,DRH59,3
1.173818772821042,0.8404146968495616,1.0032778943924114,0.5088170627092953,-0.6590391256479187,-1.0416647174685154,0.8056959162542957,1.1025646926665256,DRI01,2
1.224610060343702,0.6757058060515759,1.657717324249219,0.5767257514564647,-0.9615893416954726,-1.4593514612071152,0.5472747727248058,2.0548075879311383,DRI03,2
0.0027423176626752,-0.4862121044395643,1.0032778943924114,-0.4180833723096729,-0.6074296062546032,-0.9792270083529516,-0.7011689288030999,0.1428075406110432,DRI11,0
0.3720499204700198,0.8634612166232596,-0.9600403951780108,1.230458224002529,-1.0791670481400772,0.547267328299973,0.8439369505842149,0.1718428838518021,DRI13,1
0.7284800866724933,0.5924294049288467,0.348838464535604,0.3124413261494075,1.4301236057540692,1.300825886591262,0.4260310831121272,-0.5303363146930573,DRI23,1
-0.7108103674375699,-1.2942476304879031,1.0032778943924114,-1.3669416027623496,-0.7016316491916962,1.462302720510824,-1.176702494162838,-1.2315004761340202,DRI25,3
-1.3617976067325603,-1.774861021110893,0.348838464535604,-1.3308077934800375,1.069135300755535,0.6549185509130143,-1.3675714808952462,-1.1297377552525871,DRI37,3
-0.6228949859512558,-0.6350040220515606,-0.3056009653212034,-1.3739341149986797,0.8709660923088112,0.2135485381995455,-0.8068990852581283,-1.0858626478136768,DRI39,3
0.4922392086150677,0.3247868594006796,0.348838464535604,0.0440629016692773,-1.013290999861011,0.407320738903019,0.0749979987503081,-0.3727215774363959,DRI47,1
-0.7955250665842083,-0.4592762066072516,-0.9600403951780108,-0.9432249991101788,2.3529573938381247,0.2889043940286743,-0.6809978337719339,-0.863545856965559,DRI49,3
1.0592650759869346,0.9672051953828188,0.348838464535604,0.5062998380748797,-0.4624663757316594,0.9563419742295298,1.0227873265272205,-0.3456377483717987,DRI51,1
-0.0931238082426669,1.4901498509723974,-2.268919254891625,1.337702210209714,-0.6200345197407761,-0.7122519762726092,2.1153042611527475,1.3421643219965775,DRI59,2
-0.3133606682972321,-0.5877588822052012,0.348838464535604,0.3202126761862696,1.2371875931761016,-1.4367447044583763,-0.7743451791106075,1.670056087115109,DRJ01,0
1.0827291180112302,0.7372117156475372,1.0032778943924114,0.7789979973639879,0.5862528854975554,-0.7122519762726092,0.6407972143745141,0.8886602580549564,DRJ11,2
0.4369457832585305,0.262145892114556,0.348838464535604,0.3070721469060322,0.0195334982448049,-0.0340492738104493,0.0006731166424144,-0.0155645034134516,DRJ13,1
0.5665028409069526,0.7123691392907724,-0.3056009653212034,0.7650534718433347,-0.4451530565212921,1.1931746639782208,0.6026066077821729,-0.311334732711361,DRJ23,1
0.6995473465138319,0.080872008911243,1.657717324249219,0.7185059093108144,1.3539449265222652,-0.2170563522526194,-0.1993078821162253,0.3665238129368546,DRJ24,1
-1.2796719388063735,-1.007619759335315,-0.9600403951780108,-1.48900314303516,1.7055358695824756,0.3857904943804112,-1.0336978350148007,-1.174114960163115,DRJ25,3
-2.244127249870162,-1.621304214565339,-1.6144798250348182,-1.2943392542231815,-0.4914614367330484,-0.5830705091369598,-1.312465169886491,-0.8413927554817713,DRJ35,3
-0.1531974476011094,0.7471667152935425,-1.6144798250348182,0.1614804087068103,-0.1744733318682353,-0.4323587974787015,0.6562617205650745,0.1497177823239833,DRJ37,0
1.416397221472657,1.37185555468623,0.348838464535604,1.2569937816591397,-0.7206735339536723,1.6022493099077773,1.837321357754492,-0.2437250673081983,DRJ39,1
0.3976204378524138,0.8924335733775722,-0.9600403951780108,0.5298963070136665,-0.5450970599047694,1.1716444194556124,0.8927678098054959,-0.403704572791724,DRJ47,1
0.0066331852416901,0.0780808279837136,-0.3056009653212034,-0.2059411176041733,-1.2231414514551553,-1.2795739194433364,-0.20222008396135,0.7326684654434718,DRJ49,0
0.8947495111989511,1.0842800387619016,-0.3056009653212034,1.4431743672665849,0.406555814746623,0.27813927176737,1.2384667601479626,0.4441299103746265,DRJ51,2
-1.82603904570728,-2.300189654118234,0.348838464535604,-1.6361637554092965,-1.042483411639221,-0.2493517190365318,-1.5219083732934315,-1.1668915966398474,DRJ59,3
-0.4711893421064968,-0.4631773213216592,-0.3056009653212034,-0.7571668307894832,-0.1721517597354429,-1.1148675488453834,-0.6839394517973122,-0.0570310687608736,DRK01,0
-0.0118147831617762,-0.246210883136836,0.348838464535604,0.1371064826135817,-1.2606044611644216,-0.9899921306142554,-0.5094034489581953,0.6748044651731813,DRK11,0
-1.3387142440727866,-2.226877482914455,1.657717324249219,-1.7508182828081882,-0.5960816134515706,-0.7122519762726092,-1.503180071865189,-1.1648090691945123,DRK12,3
1.2068472947931386,1.134421316343314,0.348838464535604,0.9320542753575936,0.9756571714590712,-0.217056352252619,1.33557937655912,0.5060761416192416,DRK13,2
1.5105233372204503,1.7820128542512046,-0.3056009653212034,1.8071596188618075,0.062505954422294,-0.9501611782474304,2.891891419852638,2.1589792881582923,DRK23,2
-1.0382968829082604,-1.8869605861365788,1.657717324249219,-1.6604453316195382,0.3329377905944697,-0.9566202516042128,-1.404709408465648,-1.0241719794873752,DRK35,3
0.8839318173436188,1.0720230283527228,-0.3056009653212034,0.7815765840468989,-0.3092210094333862,-1.6811129797899802,1.2151691453869653,3.121014574613733,DRK37,2
-0.2506715940645239,-0.2133942297480665,-0.3056009653212034,-0.935615798286467,-0.4219286742445889,-1.246202040433294,-0.4809678080462045,-0.1200774226372529,DRK39,0
0.7438217804857069,0.9132729442140428,-0.3056009653212034,1.4309745181897864,-0.1085074638808306,-1.055659376408211,0.9284202202730816,2.024234150404736,DRK47,2
-1.260664308089151,-1.916648177738416,1.0032778943924114,-1.6150740795566807,-0.7290516973325749,0.2889043940286743,-1.4141330919255208,-1.2296782293029898,DRK49,3
0.4847748337659368,0.3163305468830702,0.348838464535604,1.5090241291790405,0.3544278424605228,-0.8425099556343891,0.064800389595663,1.6899366753823468,DRK59,2
1.6434974316653024,1.372578197154767,1.0032778943924114,1.4867176439047542,0.5072610381625964,1.4407724759882157,1.8389602592257737,-0.1012049401504917,DRL01,1
0.6891282353541803,0.8513040389697375,-0.3056009653212034,0.2793693296819114,-0.4609318261780782,-0.4969495310465267,0.8236986185696115,0.2859250813250677,DRL11,2
-0.5197050986439237,-0.1468382698913284,-0.9600403951780108,-0.556785839919159,-1.193985666085568,1.1931746639782208,-0.4215471239335614,-0.8668109092826604,DRL23,3
-0.8804963242617795,-1.486350801665891,1.0032778943924114,-1.5788496078477166,-0.8460129938692229,0.6226231841291019,-1.259656122478508,-1.247194273953793,DRL35,3
-0.8686980407213816,-1.4729946160913634,1.0032778943924114,-1.576318423347268,-0.3434011023201372,0.5795626950838856,-1.2541931175742338,-1.2415463639632822,DRL37,3
-0.5337428180111488,-0.5340286762651704,-0.3056009653212034,-0.2337910503395627,-0.6676676303035987,1.4838329650334317,-0.736182587928032,-0.7897549573743707,DRL47,3
-0.8292781330724099,-1.1720075963832883,0.348838464535604,0.0285202015955536,-0.1367668209031389,0.0736019488025918,-1.1187105959482355,-0.2386709074587998,DRL49,3
-2.851504271753765,-1.634932444197868,-2.268919254891625,-1.3905764229814466,-0.8803467279095564,0.8486907516164887,-1.317563974463814,-1.1818397302711376,DRL59,3
0.21111309484686,-0.25019924981804,1.0032778943924114,0.176960366085947,-0.8040305448954849,-0.92324837259417,-0.5128213289495874,0.6285679543965245,DRL60,0
0.1995380652379409,1.1468430088409896,-1.6144798250348182,1.928349511235736,-0.0653589900157493,-1.3430881407850308,1.36009286010394,3.341857218811971,DRM11,2
1.0267881740130702,0.673832531581039,1.0032778943924114,0.5039848013902575,1.7083357914998578,0.8163953848325766,0.5444802356006959,-0.2980932721379214,DRM23,1
0.7619870623404686,1.3052865461519922,-0.9600403951780108,0.5943490084869965,0.0287278569350612,-0.6702679994535231,1.6893579710779596,0.6919935969795887,DRM35,2
1.5142414868344425,1.2261224670067763,1.0032778943924114,0.9063101347214556,0.9921219629661764,0.547267328299973,1.5209293275677236,0.0090040706403871,DRM37,1
0.8784929531141309,0.7623894251837546,0.348838464535604,0.8165020211892089,-0.4462267530372467,-0.7553124653178256,0.6800888265706393,0.9730039799126508,DRM47,2
-1.5062421352886657,-1.2641894820720114,-0.9600403951780108,-1.6679482226942317,0.9255891920147508,0.5149719615160606,-1.1628348663289114,-1.281207325548838,DRM48,3
-1.3067026581617818,-1.4093501390362253,-0.3056009653212034,-1.5540872599875106,1.7283773410418628,-1.4421272655890287,-1.2275504628872356,-0.6821037361910944,DRM49,3
0.7518229906741231,0.3623176076331838,1.0032778943924114,0.2096844397384727,-1.4533314389559222,-1.4916468279910278,0.1208872399462108,1.6663694390949804,DRM59,2
-0.0976092792804966,0.3313434026192108,-0.9600403951780108,0.0512833739157687,1.9508843191769,-1.0675010108956453,0.0829403674188297,0.6942391694826199,DRN11,0
-1.3023247540947158,-1.7075454060886948,0.348838464535604,-1.685504364984221,0.194305566293633,-1.033052619659472,-1.3440385366922192,-1.0233380123497913,DRN35,3
-0.5519906738615146,-0.5546968259969246,-0.3056009653212034,-0.733785129020431,-0.2084340587783857,0.5149719615160606,-0.7510083427759393,-0.8072906832262318,DRN36,3
0.1553684214273134,-0.056833600290453,0.348838464535604,0.4180745585835799,0.8544940278613217,-0.6907217317500011,-0.3373187944735605,0.5729565153168914,DRN37,0
1.4513571064344966,0.7365604043957733,2.3121567541060264,0.6187061111519284,-1.1271493469038438,-0.1524656186847948,0.6397886596229555,0.2544800671716093,DRN47,1
-1.6326171786750536,-1.407283107322964,-0.9600403951780108,-1.5294846068585148,-0.1071981130307239,0.4719114724708443,-1.226667977479622,-1.20594437413457,DRN59,3
0.095175262690166,0.5497599811236993,-0.9600403951780108,-0.4073014467684895,-0.7580994391920942,0.2243136604608494,0.3662181832627669,-0.5494842907061487,DRO35,1
-0.1492038309768536,-0.4018304779119462,0.348838464535604,-0.44979635280811,1.2295259372822176,-0.5626167768404818,-0.6368735633912583,-0.2095546235993913,DRO47,0
-1.2493766611613673,-0.9733108688364004,-0.9600403951780108,-1.0419062182600285,-0.1021415908715045,-0.2170563522526194,-1.0148714796523792,-0.7838929118130392,DRO59,3
0.8462741721601892,0.2470879089568327,1.657717324249219,-0.212248829379291,0.6447508393057809,1.300825886591262,-0.0167804836414969,-0.7449781650983377,DRP35,1
0.6431479382169845,1.170631176205019,-0.9600403951780108,1.792005647365304,1.4990492798059178,0.6333883063904061,1.4075509642467114,0.4021000370096367,DRP47,2
0.9138939275103096,0.5459294678755885,1.0032778943924114,-0.2768253287854609,-0.5870898599313811,-0.7553124653178256,0.3609232708170858,0.0664574369402816,DRQ35,0
-1.7222636291020623,-2.1827814218208093,0.348838464535604,-1.5836295580204118,1.1307944678260735,-0.734858733021348,-1.491511653697855,-1.0228621411355607,DRY23,3
0.1091792848921093,-0.1091555256086013,0.348838464535604,-0.2897497102498723,0.9244940560667316,-0.8521985656695629,-0.3868360312340967,0.1392862272042414,DRZ11,0
0.4263518856224592,0.5535817020656715,-0.3056009653212034,-0.3312770901898366,0.2754630159078942,-1.1353212811418614,0.3715130957084477,0.3981122006812465,DRZ24,0
-0.8739501875311554,-1.4789402963252387,1.0032778943924114,-1.3188421940233723,-0.2061373555331315,0.4719114724708443,-1.256630458223833,-1.0976571043417138,FDA01,3
0.2828448059167202,-0.1689474948061544,1.0032778943924114,0.0507987671377737,-0.7967843005421992,0.2566090272447618,-0.4415501265061344,-0.308281796533808,FDA02,1
0.4812447779578619,0.312331388924136,0.348838464535604,0.0700615414015504,-0.3836887514019446,1.225470030762133,0.0599957468208785,-0.6113687638437175,FDA03,1
1.9050226075282235,1.4466288661991584,1.657717324249219,1.9006590431238743,-0.0512514262489844,-0.3247075748656606,2.010729740350546,1.2596881400728532,FDA04,2
0.4720557717610036,0.0453844397700514,1.0032778943924114,-0.2911407878892702,-0.774162109414904,-1.13209174446347,-0.2359730496468341,0.4351609786498401,FDA07,0
0.3806487189306695,0.1983688398958885,0.348838464535604,0.3708816207060054,-0.2780922396622959,-0.2062912299913155,-0.0721809564527896,0.1320683071100765,FDA08,0
0.6392666839913567,0.7948103955509138,-0.3056009653212034,0.6190998509631093,1.6792219758328484,0.1166624378478081,0.7315671420147609,0.0822548004021053,FDA09,1
-0.0905668171574053,-0.3354137143369154,0.348838464535604,-0.2996547721180515,1.9486925941526023,1.6237795544303857,-0.5839244389344476,-0.8401875481005527,FDA10,1
-0.2363780627748588,-0.1972031175821189,-0.3056009653212034,-0.7558782277710732,-0.5657716040638018,-1.0890312554182535,-0.4667303768033731,-0.079443629582339,FDA11,0
-1.3459514534878665,-2.235064828152079,1.657717324249219,-1.6546063491923673,0.3610859326643031,0.6549185509130143,-1.5053127449335886,-1.2872696451017194,FDA13,3
-1.3287900280483689,-0.5846750383069165,-1.6144798250348182,0.0928665933198639,0.2658008234563075,0.7087441622195353,-0.7721879925586635,-0.4549634817194362,FDA14,3
2.127470657658881,1.6986845931070231,1.657717324249219,1.7474441442349082,-1.1468667671459818,-0.7553124653178256,2.656120735118561,1.7449067072833588,FDA15,2
0.8527859038334032,1.408171115068079,-0.9600403951780108,1.292791173510574,-0.7741623967314598,-1.3161753351317704,1.9205691478726996,2.517798394950818,FDA16,2
-0.4760248059905809,-0.4686542834778289,-0.3056009653212034,-0.2021687322677774,-0.1026068687672196,-1.1385508178202528,-0.6880577170328421,0.534463767174726,FDA19,0
1.1283763140829324,1.045510293042019,0.348838464535604,0.7285452006600781,-0.0536524676728495,-1.2978746272875534,1.1653577468238918,1.824589408108332,FDA20,2
1.254313934913978,1.1882035998123777,0.348838464535604,0.7108548288890038,-0.727965803352708,0.181253171415633,1.44304648841961,0.0973955729877283,FDA21,1
0.26423456505068,1.220151077213308,-1.6144798250348182,0.420490689243099,0.3279408143704401,-1.1568515256644696,1.5085465164513687,1.204512480071894,FDA22,2
0.2438603518780966,0.0434099903681523,0.348838464535604,-0.6385401845863422,-0.479584326253794,-0.6476612427047843,-0.2379901591499508,-0.3025371866273065,FDA23,0
-0.4024777055905827,-0.385348952421119,-0.3056009653212034,-0.6080851260820672,-0.0189756665389448,0.794865140309968,-0.6239304440795935,-0.8100016816221067,FDA25,3
0.7825767522728176,0.9571834655625268,-0.3056009653212034,1.2537722741131143,0.396951376011167,-1.0664244986695146,1.0050199536539344,1.8732644173890207,FDA26,2
0.6624018787176993,0.82102274372534,-0.3056009653212034,1.85617807768213,-0.8397783630550474,1.6237795544303857,0.7739264415802093,-0.0232788616388944,FDA27,1
0.311459427604191,0.1199879421794557,0.348838464535604,-0.2387843870359021,-0.3473648607890809,0.7087441622195353,-0.157978148859659,-0.6138102017836004,FDA28,1
-0.065238732524224,0.3680172130087553,-0.9600403951780108,0.5093591964077546,0.8729758675173025,-1.228977844815207,0.1279471232071188,1.4327584428961544,FDA31,0
0.8354323058671386,0.457038595410652,1.0032778943924114,1.205672865374137,-0.6994853280068164,0.2566090272447618,0.2414095327574276,0.3278241385500764,FDA32,1
