month_credit_duration,credit_amount,age,num_existing_credits,log_credit_amount,log_month_credit_duration,credit_amount_sq,credit_duration_sq,age_sq,credit_duration_amount_ratio,age_credit_ratio,age_sin,age_cos,high_risk_profile,low_risk_profile,cumulative_risk_score,status_checking_account_idx,credit_history_idx,purpose_idx,savings_type_idx,years_of_employment_idx,status_sex_idx,debtors_idx,property_idx,other_installments_idx,housing_idx,job_idx,telephone_idx,foreign_worker_idx,credit_duration_interaction,age_history_interaction,financial_stability_index,age_group,amount_group,pct_fee_income_high,pct_fee_income_low,pct_fee_income_low-mid,pct_fee_income_mid-high,target
0.14,0.11163063250033572,0.2857142857142857,0.3333333333333333,0.4593090271158275,0.36509882115586234,0.017078591523802134,0.03620689655172414,0.1641337386018237,0.06322191573057918,0.1432071637936459,0.9045084971874737,0.3012991374934656,1.0,0.5,0.5,0.5,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.015628288550047,0.0,0.5,0.5,0.5,1,0,0,0,1
0.64,0.20011475589955197,0.35714285714285715,0.0,0.5934550582323511,0.8346819908754292,0.04749851713132662,0.4413793103448276,0.22036474164133737,0.02666314912867519,0.09268749552484246,0.8187119948743449,0.16773820539503348,1.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.12807344377571325,0.2127659574468085,0.625,0.5,0.5,1,0,0,0,1
0.04,0.10762638409043741,0.07142857142857142,0.0,0.4513114195365828,0.1403198214860093,0.016055075931501007,0.006896551724137931,0.031914893617021274,0.11544240203961662,0.09295238897597372,0.9960573506572389,0.8225371230682594,0.0,0.5,0.375,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.004305055363617497,0.0425531914893617,0.375,0.5,0.5,0,1,0,0,1
0.14,0.6815035464456192,0.35714285714285715,0.3333333333333333,0.9002518375875933,0.36509882115586234,0.47455295662545505,0.03620689655172414,0.22036474164133737,0.3927361692903866,0.021029842863337252,0.8187119948743449,0.16773820539503348,1.0,0.5,0.5,0.5,0.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0954104965023867,0.0,0.625,0.5,0.5,0,1,0,0,1
0.16,0.1780425573474296,0.16071428571428573,0.0,0.565746162041226,0.39847922295302907,0.03851271502269309,0.044137931034482755,0.08035714285714286,0.09261777564540638,0.07126727584100667,0.9911436253643444,0.593965427942704,0.0,0.5,0.25,0.5,0.5,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.028486809175588736,0.09574468085106383,0.5,0.5,0.5,1,0,0,0,1
0.4,0.20343535214190667,0.17857142857142858,0.0,0.5973863323065648,0.6711877414712396,0.048930756889648354,0.19310344827586207,0.0911854103343465,0.04779601795810328,0.06460166778462893,0.9842915805643155,0.5491532999395744,0.0,0.5,0.375,1.0,1.0,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.08137414085676267,0.2127659574468085,0.625,0.5,0.5,1,0,0,0,1
0.46,0.5581531625016786,0.19642857142857142,0.3333333333333333,0.8488086085374391,0.718449474121785,0.32301718295931303,0.24586206896551724,0.1023936170212766,0.128923080646507,0.018758667019476323,0.9755282581475768,0.5050585520661355,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.25675045475077213,0.23404255319148937,0.875,0.5,0.5,0,1,0,0,1
0.16,0.09883657050773381,0.10714285714285714,0.0,0.4328706583062246,0.39847922295302907,0.013915555932880335,0.044137931034482755,0.05015197568389058,0.05034195051002908,0.1102748017894012,1.0,0.7309276030736344,0.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.01581385128123741,0.06382978723404255,0.625,0.5,0.5,0,0,0,1,1
0.28,0.3054948542966318,0.21428571428571427,0.0,0.6965083186012103,0.5567386874133076,0.10320536648825487,0.10620689655172413,0.11398176291793313,0.10503796257433448,0.044454065323314036,0.9648882429441257,0.46185520614726905,0.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.08553855920305692,0.1276595744680851,0.625,0.5,0.5,0,0,1,0,1
0.64,0.19288757584266233,0.6785714285714286,0.3333333333333333,0.5846939607051982,0.8346819908754292,0.04445397089712516,0.4413793103448276,0.5486322188449848,0.025307820579328937,0.14629908370286637,0.2871103542174639,0.069564534418465,1.0,0.5,0.375,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.1234480485393039,0.8085106382978724,0.75,0.5,0.5,1,0,0,0,0
0.04,0.05205522932867799,0.125,0.0,0.30512628652335183,0.1403198214860093,0.005007209795632732,0.006896551724137931,0.0598404255319149,0.06035797742690111,0.1931354214307305,0.9990133642141358,0.6850322791383251,0.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0020822091731471197,0.07446808510638298,0.375,0.5,0.5,0,1,0,0,1
0.16,0.6072784539694553,0.5892857142857143,0.0,0.8704937307267163,0.39847922295302907,0.3798909737773609,0.044137931034482755,0.44509878419452886,0.3217204285060516,0.03741339384819179,0.43733338321784787,0.005763582467728366,0.0,0.5,0.375,1.0,0.5,0.3333333333333333,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.09716455263511285,0.35106382978723405,0.5,0.5,0.5,0,0,1,0,0
0.64,0.909843370405186,0.21428571428571427,0.3333333333333333,0.9753224859692602,0.8346819908754292,0.831634097181782,0.4413793103448276,0.11398176291793313,0.15976007572461043,0.007675630226618765,0.9648882429441257,0.46185520614726905,1.0,0.5,0.6250000000000001,0.5,0.0,0.3333333333333333,0.5,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.582299757059319,0.0,0.625,0.5,0.5,0,0,1,0,1
0.28,0.16710412266673177,0.07142857142857142,0.0,0.5508737631959167,0.5567386874133076,0.0344038471678227,0.10620689655172413,0.031914893617021274,0.05449847430002822,0.0602489410940748,0.9960573506572389,0.8225371230682594,0.0,0.5,0.125,0.0,0.5,0.3333333333333333,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0467891543466849,0.0425531914893617,0.625,0.5,0.5,0,0,0,1,1
0.64,0.5839366156776091,0.07142857142857142,0.3333333333333333,0.8604085820792498,0.8346819908754292,0.35229363034467237,0.4413793103448276,0.031914893617021274,0.09864208424936124,0.010474039483771094,0.9960573506572389,0.8225371230682594,1.0,0.5,1.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.37371943403366986,0.0,0.375,0.5,0.5,1,0,0,0,0
0.1,0.11143530330960898,0.14285714285714285,0.0,0.4589243896367223,0.289064826317888,0.01702795458019795,0.022413793103448276,0.06990881458966565,0.07881948845263897,0.10781057994516736,0.996057350657239,0.6393180830790096,0.0,0.5,0.125,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.011143530330960898,0.0851063829787234,0.5,0.5,0.5,0,0,1,0,1
0.22,0.1256943342326615,0.5535714285714286,0.3333333333333333,0.48564508219216346,0.4850715638003118,0.020915649577946626,0.07206896551724137,0.4063449848024316,0.04965451223139433,0.18908501100262362,0.5000000000000001,0.0,1.0,0.5,0.25,1.0,0.0,0.3333333333333333,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.027652753531185528,0.0,0.625,0.5,0.5,1,0,0,0,1
